awardID,yearID,lgID,playerID,pointsWon,pointsMax,votesFirst
Cy Young Award,2008,AL,rodrifr03,32,140,0.0
Cy Young Award,2008,NL,sabatcc01,9,160,1.0
Cy Young Award,2008,AL,santaer01,2,140,0.0
Cy Young Award,2008,NL,santajo01,55,160,4.0
Cy Young Award,2008,NL,webbbr01,73,160,4.0
Cy Young Award,2009,NL,carpech01,94,160,9.0
Cy Young Award,2009,AL,greinza01,134,140,25.0
Cy Young Award,2009,AL,hallaro01,11,140,0.0
Cy Young Award,2009,NL,harenda01,1,160,0.0
Cy Young Award,2009,AL,hernafe02,80,140,2.0
Cy Young Award,2009,NL,linceti01,100,160,11.0
Cy Young Award,2009,AL,sabatcc01,13,140,0.0
Cy Young Award,2009,NL,vazquja01,3,160,0.0
Cy Young Award,2009,AL,verlaju01,14,140,1.0
Cy Young Award,2009,NL,wainwad01,90,160,12.0
Cy Young Award,2010,NL,arroybr01,1,224,0.0
Cy Young Award,2010,NL,bellhe01,4,224,0.0
Cy Young Award,2010,AL,buchhcl01,20,196,0.0
Cy Young Award,2010,AL,cahiltr01,4,196,0.0
Cy Young Award,2010,NL,cainma01,1,224,0.0
Cy Young Award,2010,NL,hallaro01,224,224,32.0
Cy Young Award,2010,AL,hernafe02,167,196,21.0
Cy Young Award,2010,NL,hudsoti01,39,224,0.0
Cy Young Award,2010,NL,jimenub01,90,224,0.0
Cy Young Award,2010,NL,johnsjo09,34,224,0.0
Cy Young Award,2010,NL,latosma01,4,224,0.0
Cy Young Award,2010,AL,leecl02,6,196,0.0
Cy Young Award,2010,AL,lestejo01,33,196,0.0
Cy Young Award,2010,NL,linceti01,2,224,0.0
Cy Young Award,2010,AL,liriafr01,1,196,0.0
Cy Young Award,2010,NL,myersbr01,2,224,0.0
Cy Young Award,2010,NL,oswalro01,14,224,0.0
Cy Young Award,2010,AL,priceda01,111,196,4.0
Cy Young Award,2010,AL,sabatcc01,102,196,3.0
Cy Young Award,2010,AL,soriajo01,2,196,0.0
Cy Young Award,2010,AL,soriara01,5,196,0.0
Cy Young Award,2010,AL,verlaju01,1,196,0.0
Cy Young Award,2010,NL,wainwad01,122,224,0.0
Cy Young Award,2010,AL,weaveje02,24,196,0.0
Cy Young Award,2010,NL,wilsobr01,7,224,0.0
Cy Young Award,2011,NL,axforjo01,2,224,0.0
Cy Young Award,2011,AL,beckejo02,3,196,0.0
Cy Young Award,2011,NL,bumgama01,1,224,0.0
Cy Young Award,2011,NL,cainma01,3,224,0.0
Cy Young Award,2011,NL,gallayo01,5,224,0.0
Cy Young Award,2011,NL,hallaro01,133,224,4.0
Cy Young Award,2011,NL,hamelco01,17,224,0.0
Cy Young Award,2011,AL,harenda01,7,196,0.0
Cy Young Award,2011,NL,kenneia01,76,224,1.0
Cy Young Award,2011,NL,kershcl01,207,224,27.0
Cy Young Award,2011,NL,kimbrcr01,2,224,0.0
Cy Young Award,2011,NL,leecl02,90,224,0.0
Cy Young Award,2011,NL,linceti01,7,224,0.0
Cy Young Award,2011,AL,riverma01,4,196,0.0
Cy Young Award,2011,AL,roberda08,1,196,0.0
Cy Young Award,2011,AL,romerri01,2,196,0.0
Cy Young Award,2011,AL,sabatcc01,63,196,0.0
Cy Young Award,2011,AL,shielja02,66,196,0.0
Cy Young Award,2011,AL,valvejo01,28,196,0.0
Cy Young Award,2011,AL,verlaju01,196,196,28.0
Cy Young Award,2011,NL,vogelry01,1,224,0.0
Cy Young Award,2011,AL,weaveje02,97,196,0.0
Cy Young Award,2011,AL,wilsocj01,9,196,0.0
Cy Young Award,2012,NL,cainma01,22,224,0.0
Cy Young Award,2012,NL,chapmar01,1,224,0.0
Cy Young Award,2012,NL,cuetojo01,75,224,1.0
Cy Young Award,2012,AL,darviyu01,1,196,0.0
Cy Young Award,2012,NL,dickera01,209,224,27.0
Cy Young Award,2012,NL,gonzagi01,93,224,1.0
Cy Young Award,2012,NL,hamelco01,1,224,0.0
Cy Young Award,2012,AL,harrima01,2,196,0.0
Cy Young Award,2012,AL,hernafe02,41,196,0.0
Cy Young Award,2012,AL,johnsji04,5,196,0.0
Cy Young Award,2012,NL,kershcl01,96,224,2.0
Cy Young Award,2012,NL,kimbrcr01,41,224,1.0
Cy Young Award,2012,NL,lohseky01,6,224,0.0
Cy Young Award,2012,AL,priceda01,153,196,14.0
Cy Young Award,2012,AL,rodnefe01,38,196,1.0
Cy Young Award,2012,AL,salech01,17,196,0.0
Cy Young Award,2012,AL,verlaju01,149,196,13.0
Cy Young Award,2012,AL,weaveje02,70,196,0.0
Cy Young Award,2013,NL,bumgama01,3,210,0.0
Cy Young Award,2013,AL,colonba01,25,210,0.0
Cy Young Award,2013,AL,darviyu01,93,210,0.0
Cy Young Award,2013,NL,fernajo02,62,210,0.0
Cy Young Award,2013,NL,greinza01,19,210,0.0
Cy Young Award,2013,NL,harvema01,39,210,0.0
Cy Young Award,2013,AL,hernafe02,6,210,0.0
Cy Young Award,2013,AL,hollagr01,4,210,0.0
Cy Young Award,2013,AL,iwakuhi01,73,210,0.0
Cy Young Award,2013,NL,kershcl01,207,210,29.0
Cy Young Award,2013,NL,kimbrcr01,39,210,0.0
Cy Young Award,2013,NL,leecl02,32,210,0.0
Cy Young Award,2013,NL,liriafr01,3,210,0.0
Cy Young Award,2013,AL,moorema02,4,210,0.0
Cy Young Award,2013,AL,salech01,44,210,1.0
Cy Young Award,2013,AL,sanchan01,46,210,1.0
Cy Young Award,2013,AL,scherma01,203,210,28.0
Cy Young Award,2013,AL,shielja02,2,210,0.0
Cy Young Award,2013,AL,ueharko01,10,210,0.0
Cy Young Award,2013,NL,wainwad01,86,210,1.0
Cy Young Award,2013,NL,zimmejo02,21,210,0.0
Cy Young Award,2014,NL,alvarhe01,1,210,0.0
Cy Young Award,2014,NL,arrieja01,3,210,0.0
Cy Young Award,2014,NL,bumgama01,28,210,0.0
Cy Young Award,2014,NL,cuetojo01,112,210,0.0
Cy Young Award,2014,AL,daviswa01,3,210,0.0
Cy Young Award,2014,NL,fistedo01,5,210,0.0
Cy Young Award,2014,NL,greinza01,6,210,0.0
Cy Young Award,2014,NL,hamelco01,17,210,0.0
Cy Young Award,2014,AL,hernafe02,159,210,13.0
Cy Young Award,2014,AL,hollagr01,1,210,0.0
Cy Young Award,2014,AL,hugheph01,6,210,0.0
Cy Young Award,2014,NL,kershcl01,210,210,30.0
Cy Young Award,2014,NL,kimbrcr01,3,210,0.0
Cy Young Award,2014,AL,klubeco01,169,210,17.0
Cy Young Award,2014,AL,lestejo01,46,210,0.0
Cy Young Award,2014,AL,priceda01,16,210,0.0
Cy Young Award,2014,AL,salech01,78,210,0.0
Cy Young Award,2014,AL,scherma01,32,210,0.0
Cy Young Award,2014,NL,strasst01,3,210,0.0
Cy Young Award,2014,NL,wainwad01,97,210,0.0
Cy Young Award,2014,NL,zimmejo02,25,210,0.0
Cy Young Award,2015,AL,archech01,29,210,0.0
Cy Young Award,2015,NL,arrieja01,169,210,17.0
Cy Young Award,2015,AL,betande01,1,210,0.0
Cy Young Award,2015,NL,bumgama01,8,210,0.0
Cy Young Award,2015,AL,carraca01,2,210,0.0
Cy Young Award,2015,NL,colege01,40,210,0.0
Cy Young Award,2015,AL,daviswa01,10,210,0.0
Cy Young Award,2015,NL,degroja01,7,210,0.0
Cy Young Award,2015,AL,estrama01,3,210,0.0
Cy Young Award,2015,AL,grayso01,82,210,0.0
Cy Young Award,2015,NL,greinza01,147,210,10.0
Cy Young Award,2015,AL,hernafe02,9,210,0.0
Cy Young Award,2015,NL,kershcl01,101,210,3.0
Cy Young Award,2015,AL,keuchda01,186,210,22.0
Cy Young Award,2015,AL,klubeco01,4,210,0.0
Cy Young Award,2015,NL,lackejo01,1,210,0.0
Cy Young Award,2015,AL,mchugco01,5,210,0.0
Cy Young Award,2015,NL,melanma01,5,210,0.0
Cy Young Award,2015,AL,millean01,3,210,0.0
Cy Young Award,2015,AL,priceda01,143,210,8.0
Cy Young Award,2015,AL,salech01,30,210,0.0
Cy Young Award,2015,NL,scherma01,32,210,0.0
Cy Young Award,2015,AL,tollesh01,3,210,0.0
Cy Young Award,2016,NL,arrieja01,2,210,0.0
Cy Young Award,2016,AL,brittza01,72,210,5.0
Cy Young Award,2016,NL,bumgama01,46,210,0.0
Cy Young Award,2016,NL,cuetojo01,19,210,0.0
Cy Young Award,2016,NL,fernajo02,18,210,0.0
Cy Young Award,2016,AL,fulmemi01,1,210,0.0
Cy Young Award,2016,AL,happja01,14,210,0.0
Cy Young Award,2016,NL,hendrky01,85,210,2.0
Cy Young Award,2016,NL,kershcl01,30,210,2.0
Cy Young Award,2016,AL,klubeco01,98,210,3.0
Cy Young Award,2016,NL,lestejo01,102,210,1.0
Cy Young Award,2016,AL,millean01,3,210,0.0
Cy Young Award,2016,AL,porceri01,137,210,8.0
Cy Young Award,2016,AL,quintjo01,1,210,0.0
Cy Young Award,2016,NL,roarkta01,1,210,0.0
Cy Young Award,2016,AL,salech01,40,210,0.0
Cy Young Award,2016,AL,sanchaa01,6,210,0.0
Cy Young Award,2016,NL,scherma01,192,210,25.0
Cy Young Award,2016,NL,syndeno01,15,210,0.0
Cy Young Award,2016,AL,tanakma01,6,210,0.0
Cy Young Award,2016,AL,verlaju01,132,210,14.0
Cy Young Award,2017,AL,carraca01,43,210,0.0
Cy Young Award,2017,NL,degroja01,2,210,0.0
Cy Young Award,2017,NL,gonzagi01,18,210,0.0
Cy Young Award,2017,NL,greinza01,52,210,0.0
Cy Young Award,2017,NL,janseke01,22,210,0.0
Cy Young Award,2017,NL,kershcl01,126,210,3.0
Cy Young Award,2017,AL,kimbrcr01,27,210,0.0
Cy Young Award,2017,AL,klubeco01,204,210,28.0
Cy Young Award,2017,NL,nelsoji02,1,210,0.0
Cy Young Award,2017,NL,rayro02,6,210,0.0
Cy Young Award,2017,AL,salech01,126,210,2.0
Cy Young Award,2017,AL,santaer01,3,210,0.0
Cy Young Award,2017,NL,scherma01,201,210,27.0
Cy Young Award,2017,AL,severlu01,73,210,0.0
Cy Young Award,2017,NL,strasst01,81,210,0.0
Cy Young Award,2017,AL,stromma01,2,210,0.0
Cy Young Award,2017,AL,verlaju01,32,210,0.0
Cy Young Award,2017,NL,woodal02,1,210,0.0
Cy Young Award,2018,AL,bauertr01,13,210,0.0
Cy Young Award,2018,AL,colege01,26,210,0.0
Cy Young Award,2018,NL,corbipa01,23,210,0.0
Cy Young Award,2018,NL,degroja01,207,210,29.0
Cy Young Award,2018,AL,diazed04,4,210,0.0
Cy Young Award,2018,NL,foltymi01,3,210,0.0
Cy Young Award,2018,NL,freelky01,49,210,0.0
Cy Young Award,2018,NL,haderjo01,4,210,0.0
Cy Young Award,2018,AL,klubeco01,71,210,0.0
Cy Young Award,2018,NL,lestejo01,2,210,0.0
Cy Young Award,2018,NL,mikolmi01,13,210,0.0
Cy Young Award,2018,NL,nolaaa01,86,210,0.0
Cy Young Award,2018,AL,salech01,59,210,0.0
Cy Young Award,2018,NL,scherma01,123,210,1.0
Cy Young Award,2018,AL,severlu01,1,210,0.0
Cy Young Award,2018,AL,snellbl01,169,210,17.0
Cy Young Award,2018,AL,treinbl01,13,210,0.0
Cy Young Award,2018,AL,verlaju01,154,210,13.0
Cy Young Award,2019,AL,biebesh01,64,210,0.0
Cy Young Award,2019,NL,buehlwa01,2,210,0.0
Cy Young Award,2019,AL,colege01,159,210,13.0
Cy Young Award,2019,NL,corbipa01,1,210,0.0
Cy Young Award,2019,NL,degroja01,207,210,29.0
Cy Young Award,2019,NL,flaheja01,69,210,0.0
Cy Young Award,2019,AL,giolilu01,8,210,0.0
Cy Young Award,2019,NL,grayso01,4,210,0.0
Cy Young Award,2019,NL,kershcl01,3,210,0.0
Cy Young Award,2019,AL,lynnla01,18,210,0.0
Cy Young Award,2019,AL,minormi01,7,210,0.0
Cy Young Award,2019,AL,mortoch02,75,210,0.0
Cy Young Award,2019,AL,rodried05,8,210,0.0
Cy Young Award,2019,NL,ryuhy01,88,210,1.0
Cy Young Award,2019,NL,scherma01,72,210,0.0
Cy Young Award,2019,NL,sorokmi01,9,210,0.0
Cy Young Award,2019,NL,strasst01,53,210,0.0
Cy Young Award,2019,AL,verlaju01,171,210,17.0
Cy Young Award,2019,NL,yateski01,2,210,0.0
Cy Young Award,2020,AL,bassich01,10,210,0.0
Cy Young Award,2020,NL,bauertr01,201,210,27.0
Cy Young Award,2020,AL,biebesh01,210,210,30.0
Cy Young Award,2020,AL,bundydy01,5,210,0.0
Cy Young Award,2020,NL,burneco01,12,210,0.0
Cy Young Award,2020,AL,colege01,50,210,0.0
Cy Young Award,2020,NL,darviyu01,123,210,3.0
Cy Young Award,2020,NL,degroja01,89,210,0.0
Cy Young Award,2020,NL,friedma01,15,210,0.0
Cy Young Award,2020,NL,galleza01,2,210,0.0
Cy Young Award,2020,AL,giolilu01,18,210,0.0
Cy Young Award,2020,NL,hendrky01,2,210,0.0
Cy Young Award,2020,AL,hendrli01,5,210,0.0
Cy Young Award,2020,NL,kershcl01,2,210,0.0
Cy Young Award,2020,AL,keuchda01,46,210,0.0
Cy Young Award,2020,NL,lametdi01,57,210,0.0
Cy Young Award,2020,AL,lynnla01,22,210,0.0
Cy Young Award,2020,AL,maedake01,92,210,0.0
Cy Young Award,2020,NL,nolaaa01,3,210,0.0
Cy Young Award,2020,AL,ryuhy01,51,210,0.0
Cy Young Award,2020,AL,valdefr01,1,210,0.0
Cy Young Award,2020,NL,wheelza01,1,210,0.0
Cy Young Award,2020,NL,willide03,3,210,0.0
Cy Young Award,2021,AL,bassich01,2,210,0.0
Cy Young Award,2021,AL,berrijo01,8,210,0.0
Cy Young Award,2021,NL,buehlwa01,70,210,0.0
Cy Young Award,2021,NL,burneco01,151,210,12.0
Cy Young Award,2021,AL,colege01,123,210,1.0
Cy Young Award,2021,NL,degroja01,1,210,0.0
Cy Young Award,2021,AL,eovalna01,41,210,0.0
Cy Young Award,2021,NL,gausmke01,7,210,0.0
Cy Young Award,2021,AL,giolilu01,1,210,0.0
Cy Young Award,2021,AL,hendrli01,10,210,0.0
Cy Young Award,2021,AL,iglesra01,1,210,0.0
Cy Young Award,2021,AL,lynnla01,48,210,0.0
Cy Young Award,2021,AL,mcculla02,14,210,0.0
Cy Young Award,2021,AL,montafr01,21,210,0.0
Cy Young Award,2021,AL,rayro02,207,210,29.0
Cy Young Award,2021,AL,rodonca01,34,210,0.0
Cy Young Award,2021,NL,scherma01,113,210,6.0
Cy Young Award,2021,NL,uriasju01,3,210,0.0
Cy Young Award,2021,NL,wainwad01,3,210,0.0
Cy Young Award,2021,NL,wheelza01,141,210,12.0
Cy Young Award,2021,NL,woodrbr01,21,210,0.0
Cy Young Award,2022,NL,alcansa01,210,210,30.0
Cy Young Award,2022,AL,biebesh01,5,210,0.0
Cy Young Award,2022,NL,burneco01,20,210,0.0
Cy Young Award,2022,AL,ceasedy01,97,210,0.0
Cy Young Award,2022,AL,colege01,1,210,0.0
Cy Young Award,2022,AL,cortene01,3,210,0.0
Cy Young Award,2022,NL,darviyu01,7,210,0.0
Cy Young Award,2022,NL,diazed04,6,210,0.0
Cy Young Award,2022,NL,friedma01,72,210,0.0
Cy Young Award,2022,NL,galleza01,45,210,0.0
Cy Young Award,2022,AL,gausmke01,1,210,0.0
Cy Young Award,2022,NL,helslry01,1,210,0.0
Cy Young Award,2022,AL,manoaal01,87,210,0.0
Cy Young Award,2022,AL,mcclash01,10,210,0.0
Cy Young Award,2022,NL,nolaaa01,48,210,0.0
Cy Young Award,2022,AL,ohtansh01,82,210,0.0
Cy Young Award,2022,NL,rodonca01,30,210,0.0
Cy Young Award,2022,NL,uriasju01,66,210,0.0
Cy Young Award,2022,AL,valdefr01,14,210,0.0
Cy Young Award,2022,AL,verlaju01,210,210,30.0
Cy Young Award,2022,NL,webblo01,2,210,0.0
Cy Young Award,2022,NL,wrighky01,3,210,0.0
Cy Young Award,2023,AL,bassich01,4,210,0.0
Cy Young Award,2023,AL,bautife01,3,210,0.0
Cy Young Award,2023,AL,bradiky01,39,210,0.0
Cy Young Award,2023,NL,burneco01,13,210,0.0
Cy Young Award,2023,AL,castilu02,23,210,0.0
Cy Young Award,2023,AL,colege01,210,210,30.0
Cy Young Award,2023,AL,eflinza01,19,210,0.0
Cy Young Award,2023,NL,galleza01,68,210,1.0
Cy Young Award,2023,AL,gausmke01,82,210,0.0
Cy Young Award,2023,AL,grayso01,104,210,0.0
Cy Young Award,2023,AL,kirbyge01,8,210,0.0
Cy Young Award,2023,AL,lopezpa01,11,210,0.0
Cy Young Award,2023,AL,martich02,1,210,0.0
Cy Young Award,2023,NL,sengako01,16,210,0.0
Cy Young Award,2023,NL,snellbl01,204,210,28.0
Cy Young Award,2023,NL,steelju01,31,210,0.0
Cy Young Award,2023,NL,stridsp01,64,210,0.0
Cy Young Award,2023,AL,valdefr01,6,210,0.0
Cy Young Award,2023,NL,webblo01,86,210,1.0
Cy Young Award,2023,NL,wheelza01,28,210,0.0
Cy Young Award,2024,AL,burneco01,47,210,0.0
Cy Young Award,2024,NL,ceasedy01,45,210,0.0
Cy Young Award,2024,AL,claseem01,66,210,0.0
Cy Young Award,2024,AL,gilbelo01,25,210,0.0
Cy Young Award,2024,NL,greenhu01,5,210,0.0
Cy Young Award,2024,NL,helslry01,4,210,0.0
Cy Young Award,2024,NL,imanash01,38,210,0.0
Cy Young Award,2024,AL,kikucyu01,1,210,0.0
Cy Young Award,2024,NL,kingmi01,14,210,0.0
Cy Young Award,2024,NL,lopezre01,1,210,0.0
Cy Young Award,2024,AL,lugose01,93,210,0.0
Cy Young Award,2024,NL,manaese01,1,210,0.0
Cy Young Award,2024,NL,nolaaa01,1,210,0.0
Cy Young Award,2024,AL,raganco01,48,210,0.0
Cy Young Award,2024,NL,salech01,198,210,26.0
Cy Young Award,2024,NL,sanchcr01,2,210,0.0
Cy Young Award,2024,NL,skenepa01,53,210,0.0
Cy Young Award,2024,AL,skubata01,210,210,30.0
Cy Young Award,2024,AL,smithca05,1,210,0.0
Cy Young Award,2024,AL,valdefr01,17,210,0.0
Cy Young Award,2024,NL,webblo01,18,210,0.0
Cy Young Award,2024,NL,wheelza01,130,210,4.0
Cy Young Award,2024,AL,yateski01,2,210,0.0
Cy Young Award,2025,NL,abbotan01,4,210,0.0
Cy Young Award,2025,AL,brownhu01,80,210,0.0
Cy Young Award,2025,AL,chapmar01,4,210,0.0
Cy Young Award,2025,AL,crochga01,132,210,4.0
Cy Young Award,2025,AL,degroja01,2,210,0.0
Cy Young Award,2025,AL,friedma01,61,210,0.0
Cy Young Award,2025,NL,luzarje01,5,210,0.0
Cy Young Award,2025,NL,peralfr01,44,210,0.0
Cy Young Award,2025,NL,pivetni01,7,210,0.0
Cy Young Award,2025,AL,rasmudr01,1,210,0.0
Cy Young Award,2025,AL,rodonca01,5,210,0.0
Cy Young Award,2025,AL,rogertr01,1,210,0.0
Cy Young Award,2025,NL,sanchcr01,120,210,0.0
Cy Young Award,2025,NL,skenepa01,210,210,30.0
Cy Young Award,2025,AL,skubata01,198,210,26.0
Cy Young Award,2025,NL,webblo01,47,210,0.0
Cy Young Award,2025,NL,wheelza01,1,210,0.0
Cy Young Award,2025,AL,woobr01,26,210,0.0
Cy Young Award,2025,NL,yamamyo01,72,210,0.0
Most Valuable Player,2000,NL,alfonan01,1,448,0.0
Most Valuable Player,2000,NL,alfoned01,6,448,0.0
Most Valuable Player,2000,NL,aloumo01,2,448,0.0
Most Valuable Player,2000,NL,bagweje01,102,448,0.0
Most Valuable Player,2000,NL,bondsba01,279,448,6.0
Most Valuable Player,2000,NL,burksel01,6,448,0.0
Most Valuable Player,2000,AL,damonjo01,1,392,0.0
Most Valuable Player,2000,AL,delgaca01,206,392,0.0
Most Valuable Player,2000,NL,edmonji01,208,448,0.0
Most Valuable Player,2000,AL,erstada01,94,392,0.0
Most Valuable Player,2000,AL,frymatr01,2,392,0.0
Most Valuable Player,2000,AL,garcino01,66,392,0.0
Most Valuable Player,2000,AL,giambja01,317,392,14.0
Most Valuable Player,2000,NL,gilesbr02,3,448,0.0
Most Valuable Player,2000,NL,glavito02,8,448,0.0
Most Valuable Player,2000,NL,guerrvl01,117,448,0.0
Most Valuable Player,2000,NL,heltoto01,198,448,1.0
Most Valuable Player,2000,NL,hidalri01,2,448,0.0
Most Valuable Player,2000,AL,hudsoti01,8,392,0.0
Most Valuable Player,2000,AL,jeterde01,44,392,0.0
Most Valuable Player,2000,NL,johnsra05,5,448,0.0
Most Valuable Player,2000,NL,jonesan01,95,448,0.0
Most Valuable Player,2000,NL,jonesch06,23,448,0.0
Most Valuable Player,2000,AL,justida01,23,392,0.0
Most Valuable Player,2000,NL,kentje01,392,448,22.0
Most Valuable Player,2000,NL,kileda01,4,448,0.0
Most Valuable Player,2000,NL,maddugr01,12,448,0.0
Most Valuable Player,2000,AL,martied01,97,392,0.0
Most Valuable Player,2000,AL,martipe02,103,392,0.0
Most Valuable Player,2000,NL,nenro01,12,448,0.0
Most Valuable Player,2000,AL,ordonma01,28,392,0.0
Most Valuable Player,2000,NL,piazzmi01,271,448,3.0
Most Valuable Player,2000,AL,ramirma02,97,392,0.0
Most Valuable Player,2000,AL,rodrial01,218,392,4.0
Most Valuable Player,2000,NL,sheffga01,71,448,0.0
Most Valuable Player,2000,NL,sosasa01,71,448,0.0
Most Valuable Player,2000,AL,sweenmi01,33,392,0.0
