playerID,yearID,stint,teamID,lgID,POS,G,GS,InnOuts,PO,A,E,DP,PB,WP,SB,CS,ZR
ackledu01,2013,1,SEA,AL,CF,50,46.0,1241,114.0,0.0,1.0,0.0,,,,,
ackledu01,2013,1,SEA,AL,LF,11,8.0,244,20.0,1.0,0.0,1.0,,,,,
ackledu01,2014,1,SEA,AL,LF,133,127.0,3390,245.0,4.0,2.0,2.0,,,,,
ackledu01,2015,1,SEA,AL,CF,21,16.0,418,33.0,1.0,0.0,1.0,,,,,
ackledu01,2015,1,SEA,AL,LF,63,36.0,1074,66.0,1.0,0.0,0.0,,,,,
ackledu01,2015,1,SEA,AL,RF,2,0.0,6,0.0,0.0,0.0,0.0,,,,,
ackledu01,2015,2,NYA,AL,LF,4,2.0,57,3.0,0.0,0.0,0.0,,,,,
ackledu01,2016,1,NYA,AL,RF,9,6.0,163,9.0,1.0,0.0,1.0,,,,,
acunalu01,2025,1,NYN,NL,CF,2,0.0,9,1.0,0.0,0.0,0.0,,,,,
acunaro01,2018,1,ATL,NL,CF,13,8.0,224,28.0,1.0,0.0,0.0,,,,,
acunaro01,2018,1,ATL,NL,LF,101,96.0,2518,146.0,2.0,5.0,0.0,,,,,
acunaro01,2018,1,ATL,NL,RF,3,3.0,66,10.0,0.0,0.0,0.0,,,,,
acunaro01,2019,1,ATL,NL,CF,100,95.0,2493,206.0,3.0,3.0,0.0,,,,,
acunaro01,2019,1,ATL,NL,LF,46,40.0,1000,77.0,3.0,0.0,1.0,,,,,
acunaro01,2019,1,ATL,NL,RF,35,19.0,599,42.0,4.0,0.0,0.0,,,,,
acunaro01,2020,1,ATL,NL,CF,34,30.0,645,61.0,0.0,0.0,0.0,,,,,
acunaro01,2020,1,ATL,NL,RF,28,16.0,485,41.0,0.0,0.0,0.0,,,,,
acunaro01,2021,1,ATL,NL,CF,2,1.0,39,6.0,0.0,0.0,0.0,,,,,
acunaro01,2021,1,ATL,NL,RF,80,79.0,1987,128.0,4.0,2.0,0.0,,,,,
acunaro01,2022,1,ATL,NL,CF,1,0.0,3,0.0,0.0,0.0,0.0,,,,,
acunaro01,2022,1,ATL,NL,RF,92,88.0,2376,150.0,4.0,4.0,0.0,,,,,
acunaro01,2023,1,ATL,NL,RF,156,156.0,4083,281.0,10.0,5.0,1.0,,,,,
acunaro01,2024,1,ATL,NL,RF,48,48.0,1284,98.0,2.0,2.0,0.0,,,,,
acunaro01,2025,1,ATL,NL,RF,91,89.0,2339,164.0,5.0,2.0,2.0,,,,,
adamsjo03,2023,1,LAA,AL,CF,5,3.0,81,13.0,0.0,2.0,0.0,,,,,
adamsjo03,2023,1,LAA,AL,LF,3,3.0,81,7.0,0.0,0.0,0.0,,,,,
adamsjo03,2023,1,LAA,AL,RF,6,4.0,120,7.0,0.0,0.0,0.0,,,,,
adamsjo03,2024,1,LAA,AL,CF,4,4.0,117,14.0,0.0,0.0,0.0,,,,,
adamsjo03,2024,1,LAA,AL,LF,1,0.0,3,0.0,0.0,0.0,0.0,,,,,
adamsjo03,2024,1,LAA,AL,RF,6,5.0,135,9.0,0.0,1.0,0.0,,,,,
adamsjo03,2025,1,BAL,AL,CF,7,1.0,57,6.0,0.0,0.0,0.0,,,,,
adamsjo03,2025,1,BAL,AL,RF,2,0.0,12,0.0,0.0,0.0,0.0,,,,,
adamsla01,2014,1,KCA,AL,CF,2,0.0,12,0.0,0.0,0.0,0.0,,,,,
adamsla01,2014,1,KCA,AL,LF,2,0.0,9,3.0,0.0,0.0,0.0,,,,,
adamsla01,2017,1,ATL,NL,CF,11,6.0,188,12.0,1.0,1.0,0.0,,,,,
adamsla01,2017,1,ATL,NL,LF,27,5.0,255,27.0,0.0,1.0,0.0,,,,,
adamsla01,2017,1,ATL,NL,RF,7,2.0,73,9.0,0.0,0.0,0.0,,,,,
adamsla01,2018,1,ATL,NL,CF,2,1.0,36,3.0,0.0,0.0,0.0,,,,,
adamsla01,2018,1,ATL,NL,LF,2,1.0,33,4.0,0.0,0.0,0.0,,,,,
adamsla01,2018,1,ATL,NL,RF,5,0.0,19,2.0,0.0,0.0,0.0,,,,,
adamsma01,2017,1,SLN,NL,LF,6,4.0,103,7.0,0.0,0.0,0.0,,,,,
adamsma01,2017,2,ATL,NL,LF,13,13.0,285,18.0,0.0,2.0,0.0,,,,,
adamsma01,2018,1,WAS,NL,LF,15,12.0,285,20.0,1.0,0.0,0.0,,,,,
adamsma01,2018,1,WAS,NL,RF,1,0.0,12,1.0,0.0,0.0,0.0,,,,,
adamsru01,2009,1,TOR,AL,LF,5,3.0,93,1.0,0.0,0.0,0.0,,,,,
adducji02,2013,1,TEX,AL,LF,8,6.0,150,10.0,0.0,0.0,0.0,,,,,
adducji02,2014,1,TEX,AL,LF,20,18.0,496,50.0,1.0,0.0,0.0,,,,,
adducji02,2014,1,TEX,AL,RF,8,4.0,123,10.0,0.0,0.0,0.0,,,,,
adducji02,2017,1,DET,AL,RF,26,22.0,582,50.0,2.0,0.0,0.0,,,,,
adducji02,2019,1,CHN,NL,RF,1,1.0,24,5.0,0.0,0.0,0.0,,,,,
adelljo01,2020,1,LAA,AL,CF,4,4.0,96,11.0,0.0,1.0,0.0,,,,,
adelljo01,2020,1,LAA,AL,RF,34,29.0,789,61.0,2.0,2.0,0.0,,,,,
adelljo01,2021,1,LAA,AL,LF,25,17.0,474,45.0,0.0,0.0,0.0,,,,,
adelljo01,2021,1,LAA,AL,RF,19,18.0,434,37.0,2.0,0.0,1.0,,,,,
adelljo01,2022,1,LAA,AL,LF,69,59.0,1430,99.0,4.0,4.0,0.0,,,,,
adelljo01,2022,1,LAA,AL,RF,15,12.0,339,40.0,1.0,1.0,1.0,,,,,
adelljo01,2023,1,LAA,AL,CF,7,7.0,168,20.0,0.0,0.0,0.0,,,,,
adelljo01,2023,1,LAA,AL,LF,2,2.0,51,6.0,0.0,0.0,0.0,,,,,
adelljo01,2023,1,LAA,AL,RF,9,6.0,170,14.0,0.0,0.0,0.0,,,,,
adelljo01,2024,1,LAA,AL,CF,4,4.0,102,6.0,0.0,0.0,0.0,,,,,
adelljo01,2024,1,LAA,AL,RF,119,113.0,3005,228.0,3.0,4.0,0.0,,,,,
adelljo01,2025,1,LAA,AL,CF,89,81.0,2172,204.0,1.0,5.0,0.0,,,,,
adelljo01,2025,1,LAA,AL,RF,69,62.0,1605,129.0,3.0,2.0,1.0,,,,,
adriaeh01,2017,1,MIN,AL,LF,17,9.0,278,28.0,1.0,0.0,0.0,,,,,
adriaeh01,2018,1,MIN,AL,LF,5,2.0,53,3.0,0.0,0.0,0.0,,,,,
adriaeh01,2019,1,MIN,AL,LF,1,0.0,3,0.0,0.0,0.0,0.0,,,,,
adriaeh01,2019,1,MIN,AL,RF,6,5.0,115,3.0,1.0,2.0,0.0,,,,,
adriaeh01,2021,1,ATL,NL,CF,1,0.0,6,1.0,0.0,0.0,0.0,,,,,
adriaeh01,2021,1,ATL,NL,LF,6,5.0,131,11.0,0.0,0.0,0.0,,,,,
adriaeh01,2021,1,ATL,NL,RF,14,11.0,324,16.0,1.0,0.0,0.0,,,,,
adriaeh01,2022,1,WAS,NL,LF,9,2.0,96,7.0,0.0,0.0,0.0,,,,,
agbaybe01,2000,1,NYN,NL,CF,3,3.0,54,9.0,0.0,0.0,0.0,,,,,
agbaybe01,2000,1,NYN,NL,LF,102,88.0,2156,142.0,3.0,3.0,0.0,,,,,
agbaybe01,2000,1,NYN,NL,RF,12,3.0,116,9.0,0.0,1.0,0.0,,,,,
agbaybe01,2001,1,NYN,NL,LF,84,82.0,1895,123.0,1.0,6.0,0.0,,,,,
agbaybe01,2002,1,COL,NL,LF,37,31.0,710,52.0,1.0,0.0,0.0,,,,,
agbaybe01,2002,2,BOS,AL,CF,1,0.0,6,1.0,0.0,0.0,0.0,,,,,
agbaybe01,2002,2,BOS,AL,LF,11,7.0,228,20.0,1.0,1.0,0.0,,,,,
agbaybe01,2002,2,BOS,AL,RF,3,2.0,57,3.0,0.0,0.0,0.0,,,,,
aguilch01,2004,1,FLO,NL,LF,6,1.0,57,3.0,0.0,0.0,0.0,,,,,
aguilch01,2004,1,FLO,NL,RF,14,6.0,210,16.0,1.0,2.0,0.0,,,,,
aguilch01,2005,1,FLO,NL,CF,2,1.0,21,3.0,0.0,0.0,0.0,,,,,
aguilch01,2005,1,FLO,NL,LF,27,2.0,160,13.0,0.0,0.0,0.0,,,,,
aguilch01,2005,1,FLO,NL,RF,14,9.0,252,24.0,1.0,0.0,0.0,,,,,
aguilch01,2006,1,FLO,NL,CF,1,0.0,9,1.0,0.0,0.0,0.0,,,,,
aguilch01,2006,1,FLO,NL,LF,15,3.0,130,5.0,1.0,0.0,0.0,,,,,
aguilch01,2006,1,FLO,NL,RF,24,15.0,406,33.0,1.0,0.0,0.0,,,,,
aguilch01,2008,1,NYN,NL,LF,6,2.0,78,5.0,1.0,0.0,0.0,,,,,
aguilry01,2022,1,LAA,AL,CF,1,1.0,21,4.0,0.0,0.0,0.0,,,,,
aguilry01,2022,1,LAA,AL,LF,2,2.0,54,5.0,0.0,0.0,0.0,,,,,
aguilry01,2022,1,LAA,AL,RF,5,3.0,93,3.0,0.0,0.0,0.0,,,,,
akiyash01,2020,1,CIN,NL,CF,21,17.0,404,38.0,0.0,0.0,0.0,,,,,
akiyash01,2020,1,CIN,NL,LF,36,30.0,739,49.0,2.0,0.0,0.0,,,,,
akiyash01,2021,1,CIN,NL,CF,48,28.0,885,76.0,0.0,1.0,0.0,,,,,
akiyash01,2021,1,CIN,NL,LF,9,4.0,144,8.0,0.0,1.0,0.0,,,,,
akiyash01,2021,1,CIN,NL,RF,4,0.0,21,2.0,0.0,0.0,0.0,,,,,
alberha01,2019,1,BAL,AL,LF,3,1.0,22,2.0,0.0,0.0,0.0,,,,,
alberha01,2019,1,BAL,AL,RF,1,1.0,24,4.0,0.0,0.0,0.0,,,,,
alberha01,2022,1,LAN,NL,RF,1,1.0,18,0.0,0.0,0.0,0.0,,,,,
alcanar01,2014,1,CHN,NL,CF,48,48.0,1263,111.0,3.0,5.0,0.0,,,,,
alcanar01,2016,1,OAK,AL,CF,4,0.0,24,4.0,0.0,0.0,0.0,,,,,
alcanar01,2016,1,OAK,AL,RF,1,0.0,6,1.0,0.0,0.0,0.0,,,,,
alcanar01,2017,1,CIN,NL,CF,7,3.0,114,14.0,1.0,0.0,0.0,,,,,
alcanar01,2017,1,CIN,NL,LF,3,0.0,15,1.0,0.0,0.0,0.0,,,,,
alcanar01,2017,1,CIN,NL,RF,7,1.0,68,8.0,0.0,0.0,0.0,,,,,
alcanis01,2000,1,BOS,AL,LF,1,0.0,6,0.0,0.0,0.0,0.0,,,,,
alcanis01,2000,1,BOS,AL,RF,7,3.0,107,8.0,0.0,1.0,0.0,,,,,
alcanis01,2001,1,BOS,AL,LF,6,5.0,129,4.0,1.0,1.0,0.0,,,,,
alcanis01,2001,1,BOS,AL,RF,2,1.0,39,4.0,0.0,0.0,0.0,,,,,
alcanis01,2002,1,MIL,NL,LF,2,2.0,45,1.0,0.0,0.0,0.0,,,,,
alcanis01,2002,1,MIL,NL,RF,5,3.0,81,6.0,0.0,0.0,0.0,,,,,
alcanke01,2024,1,CHN,NL,RF,3,3.0,78,2.0,0.0,0.0,0.0,,,,,
alcanke01,2025,1,CHN,NL,CF,4,3.0,78,5.0,1.0,0.0,1.0,,,,,
alcanke01,2025,1,CHN,NL,LF,2,0.0,21,0.0,0.0,0.0,0.0,,,,,
alcanke01,2025,1,CHN,NL,RF,1,0.0,12,2.0,0.0,0.0,0.0,,,,,
aldrico01,2001,1,ATL,NL,CF,1,1.0,27,2.0,0.0,0.0,0.0,,,,,
aldrico01,2001,1,ATL,NL,LF,1,0.0,3,0.0,0.0,0.0,0.0,,,,,
aldrico01,2001,1,ATL,NL,RF,2,0.0,6,0.0,0.0,0.0,0.0,,,,,
aldrico01,2010,1,LAA,AL,LF,1,1.0,21,2.0,0.0,0.0,0.0,,,,,
aldrico01,2010,1,LAA,AL,RF,4,2.0,66,3.0,0.0,0.0,0.0,,,,,
alexabl01,2025,1,ARI,NL,CF,3,3.0,63,5.0,1.0,0.0,0.0,,,,,
alexabl01,2025,1,ARI,NL,LF,4,0.0,21,2.0,0.0,0.0,0.0,,,,,
alexacj01,2025,1,ATH,AL,LF,1,0.0,9,0.0,0.0,0.0,0.0,,,,,
alexacj01,2025,1,ATH,AL,RF,1,0.0,12,2.0,0.0,0.0,0.0,,,,,
alfarjo01,2020,1,MIA,NL,RF,1,0.0,9,0.0,0.0,1.0,0.0,,,,,
alfarjo01,2021,1,MIA,NL,LF,21,17.0,425,20.0,1.0,2.0,0.0,,,,,
alforan01,2017,1,TOR,AL,LF,3,2.0,51,2.0,0.0,0.0,0.0,,,,,
alforan01,2017,1,TOR,AL,RF,2,0.0,9,2.0,0.0,0.0,0.0,,,,,
alforan01,2018,1,TOR,AL,CF,1,0.0,6,1.0,0.0,0.0,0.0,,,,,
alforan01,2018,1,TOR,AL,LF,7,5.0,135,11.0,0.0,0.0,0.0,,,,,
alforan01,2018,1,TOR,AL,RF,3,1.0,33,2.0,0.0,0.0,0.0,,,,,
alforan01,2019,1,TOR,AL,CF,2,2.0,54,6.0,0.0,0.0,0.0,,,,,
alforan01,2019,1,TOR,AL,LF,6,3.0,78,4.0,0.0,0.0,0.0,,,,,
alforan01,2019,1,TOR,AL,RF,5,0.0,57,7.0,0.0,1.0,1.0,,,,,
alforan01,2020,1,TOR,AL,CF,2,2.0,54,1.0,0.0,0.0,0.0,,,,,
alforan01,2020,1,TOR,AL,LF,5,4.0,72,5.0,0.0,0.0,0.0,,,,,
alforan01,2020,1,TOR,AL,RF,1,0.0,3,0.0,0.0,0.0,0.0,,,,,
alforan01,2020,2,PIT,NL,CF,4,3.0,63,2.0,0.0,0.0,0.0,,,,,
alforan01,2020,2,PIT,NL,LF,1,1.0,27,0.0,0.0,0.0,0.0,,,,,
alforan01,2021,1,PIT,NL,CF,6,5.0,121,5.0,0.0,1.0,0.0,,,,,
alforan01,2021,1,PIT,NL,LF,32,28.0,759,56.0,1.0,0.0,0.0,,,,,
alforan01,2021,1,PIT,NL,RF,1,1.0,27,2.0,0.0,0.0,0.0,,,,,
alforan01,2022,1,PIT,NL,CF,1,0.0,6,0.0,0.0,0.0,0.0,,,,,
alforan01,2022,1,PIT,NL,LF,1,1.0,18,1.0,0.0,0.0,0.0,,,,,
alforan01,2022,1,PIT,NL,RF,1,0.0,3,0.0,0.0,0.0,0.0,,,,,
alicelu01,2002,1,KCA,AL,LF,1,0.0,8,0.0,0.0,0.0,0.0,,,,,
alicelu01,2002,1,KCA,AL,RF,1,0.0,1,0.0,0.0,0.0,0.0,,,,,
allenbr01,2010,1,ARI,NL,LF,14,14.0,311,27.0,0.0,0.0,0.0,,,,,
allenbr01,2012,2,TBA,AL,LF,3,3.0,69,4.0,0.0,0.0,0.0,,,,,
allench01,2000,1,MIN,AL,LF,2,2.0,54,6.0,0.0,0.0,0.0,,,,,
allench01,2000,1,MIN,AL,RF,13,13.0,324,20.0,2.0,0.0,2.0,,,,,
allench01,2001,1,MIN,AL,LF,16,16.0,395,31.0,1.0,1.0,0.0,,,,,
allench01,2001,1,MIN,AL,RF,15,10.0,291,26.0,2.0,1.0,0.0,,,,,
allench01,2002,1,CLE,AL,LF,3,3.0,81,4.0,0.0,0.0,0.0,,,,,
allench01,2002,1,CLE,AL,RF,1,0.0,6,0.0,0.0,0.0,0.0,,,,,
allench01,2003,1,FLO,NL,CF,1,0.0,6,1.0,0.0,0.0,0.0,,,,,
allench01,2003,1,FLO,NL,LF,6,4.0,120,10.0,1.0,0.0,0.0,,,,,
allench01,2003,1,FLO,NL,RF,2,0.0,9,2.0,0.0,0.0,0.0,,,,,
allench01,2004,1,TEX,AL,LF,12,10.0,258,13.0,0.0,0.0,0.0,,,,,
allench01,2004,1,TEX,AL,RF,1,1.0,27,1.0,0.0,0.0,0.0,,,,,
allench01,2005,1,TEX,AL,LF,1,0.0,9,0.0,0.0,0.0,0.0,,,,,
allench01,2005,1,TEX,AL,RF,1,1.0,18,1.0,0.0,0.0,0.0,,,,,
allendu01,2000,1,SDN,NL,LF,2,2.0,42,2.0,0.0,0.0,0.0,,,,,
allendu01,2000,2,DET,AL,LF,1,0.0,6,0.0,0.0,0.0,0.0,,,,,
allendu01,2000,2,DET,AL,RF,1,1.0,6,1.0,0.0,0.0,0.0,,,,,
allengr01,2017,1,CLE,AL,CF,21,5.0,285,23.0,0.0,0.0,0.0,,,,,
allengr01,2017,1,CLE,AL,LF,5,0.0,42,3.0,0.0,0.0,0.0,,,,,
allengr01,2018,1,CLE,AL,CF,78,65.0,1770,166.0,2.0,1.0,1.0,,,,,
allengr01,2018,1,CLE,AL,LF,3,0.0,16,1.0,0.0,0.0,0.0,,,,,
allengr01,2018,1,CLE,AL,RF,16,4.0,193,17.0,0.0,0.0,0.0,,,,,
allengr01,2019,1,CLE,AL,CF,18,15.0,398,28.0,1.0,0.0,0.0,,,,,
allengr01,2019,1,CLE,AL,LF,60,35.0,1082,86.0,5.0,1.0,0.0,,,,,
allengr01,2019,1,CLE,AL,RF,13,8.0,231,11.0,1.0,1.0,0.0,,,,,
allengr01,2020,1,CLE,AL,CF,4,3.0,84,8.0,0.0,0.0,0.0,,,,,
allengr01,2020,1,CLE,AL,LF,11,3.0,144,10.0,0.0,0.0,0.0,,,,,
allengr01,2020,2,SDN,NL,LF,1,0.0,3,0.0,0.0,0.0,0.0,,,,,
allengr01,2020,2,SDN,NL,RF,1,1.0,24,2.0,0.0,0.0,0.0,,,,,
allengr01,2021,1,NYA,AL,CF,4,3.0,84,6.0,0.0,0.0,0.0,,,,,
allengr01,2021,1,NYA,AL,LF,5,0.0,55,4.0,0.0,0.0,0.0,,,,,
allengr01,2021,1,NYA,AL,RF,8,8.0,176,18.0,0.0,0.0,0.0,,,,,
allengr01,2022,1,PIT,NL,CF,11,10.0,277,22.0,0.0,0.0,0.0,,,,,
allengr01,2022,1,PIT,NL,LF,23,16.0,420,40.0,0.0,0.0,0.0,,,,,
allengr01,2022,1,PIT,NL,RF,13,6.0,183,8.0,0.0,0.0,0.0,,,,,
allengr01,2023,1,NYA,AL,CF,3,2.0,69,7.0,0.0,0.0,0.0,,,,,
allengr01,2023,1,NYA,AL,LF,11,3.0,129,9.0,0.0,0.0,0.0,,,,,
allengr01,2023,1,NYA,AL,RF,5,1.0,51,2.0,0.0,0.0,0.0,,,,,
allengr01,2025,1,BAL,AL,CF,7,3.0,102,11.0,0.0,0.0,0.0,,,,,
allengr01,2025,1,BAL,AL,LF,1,1.0,21,1.0,0.0,0.0,0.0,,,,,
allenlu01,2002,1,LAN,NL,RF,3,1.0,48,4.0,0.0,0.0,0.0,,,,,
almonab01,2013,1,SEA,AL,CF,15,12.0,335,19.0,1.0,2.0,0.0,,,,,
almonab01,2013,1,SEA,AL,LF,2,1.0,30,1.0,0.0,0.0,0.0,,,,,
almonab01,2013,1,SEA,AL,RF,7,5.0,138,13.0,0.0,2.0,0.0,,,,,
almonab01,2014,1,SEA,AL,CF,26,25.0,671,58.0,2.0,5.0,0.0,,,,,
almonab01,2014,2,SDN,NL,CF,15,14.0,366,49.0,4.0,1.0,1.0,,,,,
almonab01,2014,2,SDN,NL,LF,16,10.0,252,18.0,0.0,1.0,0.0,,,,,
almonab01,2015,1,SDN,NL,CF,6,5.0,123,8.0,0.0,0.0,0.0,,,,,
almonab01,2015,1,SDN,NL,LF,6,3.0,99,2.0,0.0,0.0,0.0,,,,,
almonab01,2015,1,SDN,NL,RF,2,2.0,50,2.0,0.0,0.0,0.0,,,,,
almonab01,2015,2,CLE,AL,CF,50,49.0,1321,123.0,2.0,0.0,1.0,,,,,
almonab01,2016,1,CLE,AL,CF,2,1.0,30,3.0,0.0,0.0,0.0,,,,,
almonab01,2016,1,CLE,AL,LF,34,19.0,553,31.0,1.0,1.0,0.0,,,,,
almonab01,2016,1,CLE,AL,RF,36,25.0,679,41.0,5.0,1.0,1.0,,,,,
almonab01,2017,1,CLE,AL,CF,8,8.0,165,15.0,0.0,0.0,0.0,,,,,
almonab01,2017,1,CLE,AL,LF,20,10.0,316,23.0,1.0,0.0,0.0,,,,,
almonab01,2017,1,CLE,AL,RF,32,28.0,747,32.0,1.0,1.0,0.0,,,,,
almonab01,2018,1,KCA,AL,CF,35,31.0,839,80.0,2.0,0.0,2.0,,,,,
almonab01,2018,1,KCA,AL,LF,1,0.0,6,1.0,0.0,0.0,0.0,,,,,
almonab01,2018,1,KCA,AL,RF,3,0.0,27,2.0,0.0,0.0,0.0,,,,,
almonab01,2019,1,ARI,NL,CF,3,1.0,39,1.0,0.0,0.0,0.0,,,,,
almonab01,2019,1,ARI,NL,RF,9,6.0,162,15.0,1.0,1.0,0.0,,,,,
almonab01,2020,1,SDN,NL,CF,1,0.0,6,0.0,0.0,0.0,0.0,,,,,
almonab01,2020,1,SDN,NL,LF,2,2.0,42,6.0,0.0,0.0,0.0,,,,,
almonab01,2021,1,ATL,NL,LF,40,36.0,891,55.0,1.0,2.0,0.0,,,,,
almonab01,2021,1,ATL,NL,RF,4,1.0,62,0.0,0.0,0.0,0.0,,,,,
almonab01,2022,1,BOS,AL,CF,5,4.0,102,7.0,0.0,0.0,0.0,,,,,
almonab01,2022,1,BOS,AL,LF,3,2.0,69,7.0,0.0,0.0,0.0,,,,,
almonab01,2022,1,BOS,AL,RF,1,1.0,24,0.0,0.0,0.0,0.0,,,,,
almonab01,2023,1,NYN,NL,LF,1,1.0,27,4.0,0.0,0.0,0.0,,,,,
almonab01,2023,1,NYN,NL,RF,1,1.0,21,2.0,0.0,0.0,0.0,,,,,
almoner01,2011,1,MIL,NL,RF,7,6.0,135,2.0,0.0,0.0,0.0,,,,,
almonzo01,2013,1,NYA,AL,LF,25,24.0,621,49.0,0.0,0.0,0.0,,,,,
almonzo01,2013,1,NYA,AL,RF,3,3.0,96,7.0,0.0,0.0,0.0,,,,,
almonzo01,2014,1,NYA,AL,LF,6,6.0,165,13.0,1.0,0.0,0.0,,,,,
almonzo01,2014,1,NYA,AL,RF,4,2.0,68,6.0,0.0,0.0,0.0,,,,,
almoral01,2016,1,CHN,NL,CF,33,18.0,579,60.0,0.0,0.0,0.0,,,,,
almoral01,2016,1,CHN,NL,LF,8,2.0,78,9.0,1.0,0.0,2.0,,,,,
almoral01,2016,1,CHN,NL,RF,2,2.0,54,5.0,0.0,0.0,0.0,,,,,
almoral01,2017,1,CHN,NL,CF,104,65.0,1929,161.0,4.0,1.0,0.0,,,,,
