awardID,yearID,lgID,playerID,pointsWon,pointsMax,votesFirst
BBWAA Manager of the Year,2004,NL,tracyji01,52,160,4
BBWAA Manager of the Year,2004,AL,wedgeer01,3,140,0
BBWAA Manager of the Year,2005,NL,bochybr01,4,160,0
BBWAA Manager of the Year,2005,NL,coxbo01,152,160,28
BBWAA Manager of the Year,2005,AL,francte01,4,140,0
BBWAA Manager of the Year,2005,NL,garneph01,38,160,0
BBWAA Manager of the Year,2005,AL,gibbojo02,1,140,0
BBWAA Manager of the Year,2005,AL,guilloz01,105,140,17
BBWAA Manager of the Year,2005,NL,larusto01,52,160,2
BBWAA Manager of the Year,2005,AL,machake01,21,140,1
BBWAA Manager of the Year,2005,NL,manuech01,5,160,0
BBWAA Manager of the Year,2005,NL,randowi01,1,160,0
BBWAA Manager of the Year,2005,NL,robinfr02,29,160,2
BBWAA Manager of the Year,2005,AL,sciosmi01,7,140,0
BBWAA Manager of the Year,2005,AL,torrejo01,43,140,4
BBWAA Manager of the Year,2005,AL,wedgeer01,71,140,6
BBWAA Manager of the Year,2005,NL,yostne01,7,160,0
BBWAA Manager of the Year,2006,NL,bochybr01,50,160,5
BBWAA Manager of the Year,2006,AL,gardero01,93,140,9
BBWAA Manager of the Year,2006,NL,garneph01,1,160,0
BBWAA Manager of the Year,2006,NL,girarjo01,111,160,18
BBWAA Manager of the Year,2006,AL,leylaji99,118,140,19
BBWAA Manager of the Year,2006,NL,littlgr99,30,160,1
BBWAA Manager of the Year,2006,AL,machake01,26,140,0
BBWAA Manager of the Year,2006,NL,manuech01,9,160,0
BBWAA Manager of the Year,2006,NL,narroje01,6,160,0
BBWAA Manager of the Year,2006,NL,randowi01,81,160,8
BBWAA Manager of the Year,2006,AL,torrejo01,15,140,0
BBWAA Manager of the Year,2007,NL,actama99,4,160,0
BBWAA Manager of the Year,2007,NL,blackbu02,4,160,0
BBWAA Manager of the Year,2007,AL,francte01,13,140,0
BBWAA Manager of the Year,2007,NL,hurdlcl01,58,160,4
BBWAA Manager of the Year,2007,NL,manuech01,76,160,7
BBWAA Manager of the Year,2007,NL,melvibo01,119,160,19
BBWAA Manager of the Year,2007,NL,pinielo01,25,160,2
BBWAA Manager of the Year,2007,AL,sciosmi01,62,140,4
BBWAA Manager of the Year,2007,AL,torrejo01,61,140,5
BBWAA Manager of the Year,2007,AL,wedgeer01,116,140,19
BBWAA Manager of the Year,2007,NL,yostne01,2,160,0
BBWAA Manager of the Year,2008,NL,coopece01,3,160,0
BBWAA Manager of the Year,2008,AL,francte01,6,140,0
BBWAA Manager of the Year,2008,AL,gardero01,58,140,1
BBWAA Manager of the Year,2008,AL,gastoci01,2,140,0
BBWAA Manager of the Year,2008,NL,gonzafr99,48,160,5
BBWAA Manager of the Year,2008,AL,guilloz01,3,140,0
BBWAA Manager of the Year,2008,NL,larusto01,11,160,1
BBWAA Manager of the Year,2008,AL,maddojo99,138,140,27
BBWAA Manager of the Year,2008,NL,manuech01,67,160,8
BBWAA Manager of the Year,2008,NL,manueje01,10,160,0
BBWAA Manager of the Year,2008,NL,pinielo01,103,160,15
BBWAA Manager of the Year,2008,AL,sciosmi01,45,140,0
BBWAA Manager of the Year,2008,NL,sveumda01,1,160,0
BBWAA Manager of the Year,2008,NL,torrejo01,45,160,3
BBWAA Manager of the Year,2009,NL,blackbu02,2,160,0
BBWAA Manager of the Year,2009,NL,bochybr01,18,160,0
BBWAA Manager of the Year,2009,NL,coxbo01,15,160,0
BBWAA Manager of the Year,2009,AL,gardero01,72,140,6
BBWAA Manager of the Year,2009,AL,girarjo01,34,140,4
BBWAA Manager of the Year,2009,NL,gonzafr99,4,160,0
BBWAA Manager of the Year,2009,NL,larusto01,55,160,2
BBWAA Manager of the Year,2009,AL,leylaji99,2,140,0
BBWAA Manager of the Year,2009,NL,manuech01,10,160,0
BBWAA Manager of the Year,2009,AL,sciosmi01,106,140,15
BBWAA Manager of the Year,2009,NL,torrejo01,33,160,1
BBWAA Manager of the Year,2009,NL,tracyji01,151,160,29
BBWAA Manager of the Year,2009,AL,wakamdo01,19,140,2
BBWAA Manager of the Year,2009,AL,washiro01,19,140,1
BBWAA Manager of the Year,2010,NL,bakerdu01,103,160,13
BBWAA Manager of the Year,2010,NL,blackbu02,104,160,16
BBWAA Manager of the Year,2010,NL,bochybr01,30,160,1
BBWAA Manager of the Year,2010,NL,coxbo01,28,160,1
BBWAA Manager of the Year,2010,AL,francte01,13,140,0
BBWAA Manager of the Year,2010,AL,gardero01,108,140,16
BBWAA Manager of the Year,2010,AL,gastoci01,5,140,1
BBWAA Manager of the Year,2010,AL,girarjo01,1,140,0
BBWAA Manager of the Year,2010,AL,maddojo99,44,140,1
BBWAA Manager of the Year,2010,NL,manuech01,20,160,1
BBWAA Manager of the Year,2010,NL,millsbr01,3,160,0
BBWAA Manager of the Year,2010,AL,washiro01,81,140,10
BBWAA Manager of the Year,2011,AL,actama99,16,140,0
BBWAA Manager of the Year,2011,NL,bochybr01,2,160,0
BBWAA Manager of the Year,2011,NL,collite99,1,160,0
BBWAA Manager of the Year,2011,NL,gibsoki01,152,160,28
BBWAA Manager of the Year,2011,AL,girarjo01,14,140,0
BBWAA Manager of the Year,2011,NL,gonzafr99,4,160,0
BBWAA Manager of the Year,2011,NL,hurdlcl01,2,160,0
BBWAA Manager of the Year,2011,NL,larusto01,24,160,1
BBWAA Manager of the Year,2011,AL,leylaji99,54,140,1
BBWAA Manager of the Year,2011,AL,maddojo99,133,140,26
BBWAA Manager of the Year,2011,NL,manuech01,10,160,0
BBWAA Manager of the Year,2011,NL,mattido01,1,160,0
BBWAA Manager of the Year,2011,NL,roeniro01,92,160,3
BBWAA Manager of the Year,2011,AL,sciosmi01,4,140,0
BBWAA Manager of the Year,2011,AL,washiro01,31,140,1
BBWAA Manager of the Year,2012,NL,bakerdu01,77,160,5
BBWAA Manager of the Year,2012,NL,blackbu02,1,160,0
BBWAA Manager of the Year,2012,NL,bochybr01,61,160,4
BBWAA Manager of the Year,2012,AL,girarjo01,5,140,0
BBWAA Manager of the Year,2012,NL,gonzafr99,17,160,0
BBWAA Manager of the Year,2012,NL,johnsda02,131,160,23
BBWAA Manager of the Year,2012,AL,leylaji99,2,140,0
BBWAA Manager of the Year,2012,AL,maddojo99,7,140,0
BBWAA Manager of the Year,2012,NL,mathemi01,1,160,0
BBWAA Manager of the Year,2012,AL,melvibo01,116,140,16
BBWAA Manager of the Year,2012,AL,showabu99,108,140,12
BBWAA Manager of the Year,2012,AL,venturo01,12,140,0
BBWAA Manager of the Year,2012,AL,washiro01,2,140,0
BBWAA Manager of the Year,2013,AL,farrejo03,96,150,12
BBWAA Manager of the Year,2013,AL,francte01,112,150,16
BBWAA Manager of the Year,2013,AL,girarjo01,11,150,0
BBWAA Manager of the Year,2013,NL,gonzafr99,43,150,3
BBWAA Manager of the Year,2013,NL,hurdlcl01,140,150,25
BBWAA Manager of the Year,2013,AL,leylaji99,3,150,0
BBWAA Manager of the Year,2013,AL,maddojo99,9,150,0
BBWAA Manager of the Year,2013,NL,mathemi01,19,150,0
BBWAA Manager of the Year,2013,NL,mattido01,68,150,2
BBWAA Manager of the Year,2013,AL,melvibo01,36,150,2
BBWAA Manager of the Year,2013,AL,showabu99,1,150,0
BBWAA Manager of the Year,2013,AL,washiro01,1,150,0
BBWAA Manager of the Year,2013,AL,yostne01,1,150,0
BBWAA Manager of the Year,2014,NL,blackbu02,1,150,0
BBWAA Manager of the Year,2014,NL,bochybr01,30,150,3
BBWAA Manager of the Year,2014,NL,collite99,1,150,0
BBWAA Manager of the Year,2014,AL,francte01,2,150,0
BBWAA Manager of the Year,2014,AL,girarjo01,1,150,0
BBWAA Manager of the Year,2014,NL,hurdlcl01,80,150,8
BBWAA Manager of the Year,2014,NL,mathemi01,18,150,0
BBWAA Manager of the Year,2014,NL,mattido01,12,150,0
BBWAA Manager of the Year,2014,AL,mcclell01,29,150,1
BBWAA Manager of the Year,2014,AL,melvibo01,1,150,0
BBWAA Manager of the Year,2014,NL,redmomi01,16,150,1
BBWAA Manager of the Year,2014,NL,roeniro01,3,150,0
BBWAA Manager of the Year,2014,AL,sciosmi01,61,150,4
BBWAA Manager of the Year,2014,AL,showabu99,132,150,25
BBWAA Manager of the Year,2014,NL,willima04,109,150,18
BBWAA Manager of the Year,2014,AL,yostne01,41,150,0
BBWAA Manager of the Year,2015,AL,banisje01,112,150,17
BBWAA Manager of the Year,2015,NL,bochybr01,1,150,0
BBWAA Manager of the Year,2015,NL,collite99,49,150,3
BBWAA Manager of the Year,2015,AL,gibbojo02,22,150,1
BBWAA Manager of the Year,2015,AL,girarjo01,12,150,2
BBWAA Manager of the Year,2015,AL,hinchaj01,82,150,8
BBWAA Manager of the Year,2015,NL,hurdlcl01,8,150,0
BBWAA Manager of the Year,2015,NL,maddojo99,124,150,18
BBWAA Manager of the Year,2015,NL,mathemi01,87,150,9
BBWAA Manager of the Year,2015,NL,mattido01,1,150,0
BBWAA Manager of the Year,2015,AL,molitpa01,33,150,2
BBWAA Manager of the Year,2015,AL,sciosmi01,1,150,0
BBWAA Manager of the Year,2015,AL,yostne01,8,150,0
BBWAA Manager of the Year,2016,NL,bakerdu01,66,150,4
BBWAA Manager of the Year,2016,AL,banisje01,64,150,4
BBWAA Manager of the Year,2016,NL,collite99,24,150,2
BBWAA Manager of the Year,2016,AL,farrejo03,28,150,2
BBWAA Manager of the Year,2016,AL,francte01,128,150,22
BBWAA Manager of the Year,2016,AL,girarjo01,5,150,0
BBWAA Manager of the Year,2016,NL,maddojo99,70,150,8
BBWAA Manager of the Year,2016,NL,mattido01,2,150,0
BBWAA Manager of the Year,2016,NL,roberda07,108,150,16
BBWAA Manager of the Year,2016,AL,servasc01,1,150,0
BBWAA Manager of the Year,2016,AL,showabu99,44,150,2
BBWAA Manager of the Year,2017,NL,bakerdu01,25,150,1
BBWAA Manager of the Year,2017,NL,blackbu02,43,150,3
BBWAA Manager of the Year,2017,NL,counscr01,33,150,3
BBWAA Manager of the Year,2017,AL,francte01,90,150,11
BBWAA Manager of the Year,2017,AL,girarjo01,12,150,0
BBWAA Manager of the Year,2017,AL,hinchaj01,56,150,1
BBWAA Manager of the Year,2017,NL,lovulto01,111,150,18
BBWAA Manager of the Year,2017,NL,maddojo99,3,150,0
BBWAA Manager of the Year,2017,AL,molitpa01,112,150,18
BBWAA Manager of the Year,2017,NL,roberda07,55,150,5
BBWAA Manager of the Year,2018,NL,blackbu02,41,150,1
BBWAA Manager of the Year,2018,AL,booneaa01,2,150,0
BBWAA Manager of the Year,2018,AL,cashke01,57,150,5
BBWAA Manager of the Year,2018,AL,coraal01,79,150,7
BBWAA Manager of the Year,2018,NL,counscr01,99,150,11
BBWAA Manager of the Year,2018,AL,hinchaj01,11,150,0
BBWAA Manager of the Year,2018,NL,maddojo99,6,150,1
BBWAA Manager of the Year,2018,AL,melvibo01,121,150,18
BBWAA Manager of the Year,2018,NL,roberda07,1,150,0
BBWAA Manager of the Year,2018,NL,shildmi99,7,150,0
BBWAA Manager of the Year,2018,NL,snitkbr99,116,150,17
BBWAA Manager of the Year,2019,AL,baldero01,106,150,13
BBWAA Manager of the Year,2019,AL,booneaa01,96,150,13
BBWAA Manager of the Year,2019,AL,cashke01,33,150,3
BBWAA Manager of the Year,2019,NL,counscr01,88,150,13
BBWAA Manager of the Year,2019,AL,francte01,4,150,0
BBWAA Manager of the Year,2019,AL,hinchaj01,12,150,1
BBWAA Manager of the Year,2019,NL,lovulto01,2,150,0
BBWAA Manager of the Year,2019,NL,martida01,15,150,0
BBWAA Manager of the Year,2019,AL,melvibo01,19,150,0
BBWAA Manager of the Year,2019,NL,roberda07,25,150,4
BBWAA Manager of the Year,2019,NL,shildmi99,95,150,10
BBWAA Manager of the Year,2019,NL,snitkbr99,45,150,3
BBWAA Manager of the Year,2020,AL,bakerdu01,1,150,0
BBWAA Manager of the Year,2020,AL,baldero01,13,150,0
BBWAA Manager of the Year,2020,NL,bellda01,2,150,0
BBWAA Manager of the Year,2020,AL,cashke01,126,150,22
BBWAA Manager of the Year,2020,NL,counscr01,6,150,1
BBWAA Manager of the Year,2020,NL,kaplega01,3,150,0
BBWAA Manager of the Year,2020,NL,mattido01,124,150,20
BBWAA Manager of the Year,2020,AL,melvibo01,22,150,1
BBWAA Manager of the Year,2020,AL,montoch01,47,150,2
BBWAA Manager of the Year,2020,AL,renteri01,61,150,5
BBWAA Manager of the Year,2020,NL,roberda07,13,150,1
BBWAA Manager of the Year,2020,NL,rossda01,25,150,1
BBWAA Manager of the Year,2020,NL,shildmi99,10,150,0
BBWAA Manager of the Year,2020,NL,snitkbr99,16,150,1
BBWAA Manager of the Year,2020,NL,tinglja99,71,150,6
BBWAA Manager of the Year,2021,AL,bakerdu01,33,150,2
BBWAA Manager of the Year,2021,AL,cashke01,109,150,19
BBWAA Manager of the Year,2021,AL,coraal01,16,150,1
BBWAA Manager of the Year,2021,NL,counscr01,75,150,1
BBWAA Manager of the Year,2021,AL,hinchaj01,3,150,0
BBWAA Manager of the Year,2021,NL,kaplega01,143,150,28
BBWAA Manager of the Year,2021,AL,larusto01,15,150,0
BBWAA Manager of the Year,2021,AL,montoch01,23,150,3
BBWAA Manager of the Year,2021,NL,roberda07,6,150,0
BBWAA Manager of the Year,2021,AL,servasc01,71,150,5
BBWAA Manager of the Year,2021,NL,shildmi99,25,150,1
BBWAA Manager of the Year,2021,NL,snitkbr99,21,150,0
BBWAA Manager of the Year,2022,AL,bakerdu01,31,150,3
BBWAA Manager of the Year,2022,AL,booneaa01,4,150,0
BBWAA Manager of the Year,2022,AL,cashke01,1,150,0
BBWAA Manager of the Year,2022,AL,francte01,112,150,17
BBWAA Manager of the Year,2022,AL,hydebr99,79,150,9
BBWAA Manager of the Year,2022,NL,marmool99,44,150,5
BBWAA Manager of the Year,2022,NL,melvibo01,1,150,0
BBWAA Manager of the Year,2022,NL,roberda07,57,150,8
BBWAA Manager of the Year,2022,AL,servasc01,43,150,1
BBWAA Manager of the Year,2022,NL,showabu99,77,150,8
BBWAA Manager of the Year,2022,NL,snitkbr99,55,150,7
BBWAA Manager of the Year,2022,NL,thomsro99,36,150,2
BBWAA Manager of the Year,2023,AL,bakerdu01,4,150,0
BBWAA Manager of the Year,2023,AL,baldero01,8,150,0
BBWAA Manager of the Year,2023,NL,bellda01,13,150,1
BBWAA Manager of the Year,2023,AL,bochybr01,61,150,3
BBWAA Manager of the Year,2023,AL,cashke01,52,150,0
BBWAA Manager of the Year,2023,NL,counscr01,51,150,5
BBWAA Manager of the Year,2023,AL,hydebr99,144,150,27
BBWAA Manager of the Year,2023,NL,lovulto01,42,150,4
BBWAA Manager of the Year,2023,NL,roberda07,41,150,4
BBWAA Manager of the Year,2023,NL,rossda01,3,150,0
BBWAA Manager of the Year,2023,AL,schnejo99,1,150,0
BBWAA Manager of the Year,2023,NL,schumsk01,72,150,8
BBWAA Manager of the Year,2023,NL,snitkbr99,48,150,8
BBWAA Manager of the Year,2024,AL,baldero01,1,150,0
BBWAA Manager of the Year,2024,AL,booneaa01,3,150,0
BBWAA Manager of the Year,2024,AL,coraal01,1,150,0
BBWAA Manager of the Year,2024,AL,espadjo99,6,150,0
BBWAA Manager of the Year,2024,AL,hinchaj01,41,150,1
BBWAA Manager of the Year,2024,AL,kotsama01,3,150,0
BBWAA Manager of the Year,2024,NL,lovulto01,8,150,0
BBWAA Manager of the Year,2024,NL,marmool99,1,150,0
BBWAA Manager of the Year,2024,NL,mendoca01,35,150,1
BBWAA Manager of the Year,2024,NL,murphpa99,144,150,27
BBWAA Manager of the Year,2024,AL,quatrma99,73,150,2
BBWAA Manager of the Year,2024,NL,roberda07,3,150,0
BBWAA Manager of the Year,2024,NL,shildmi99,70,150,1
BBWAA Manager of the Year,2024,NL,snitkbr99,4,150,0
BBWAA Manager of the Year,2024,NL,thomsro99,5,150,1
BBWAA Manager of the Year,2024,AL,vogtst01,142,150,27
BBWAA Manager of the Year,2025,AL,coraal01,7,150,1
BBWAA Manager of the Year,2025,NL,counscr01,24,150,0
BBWAA Manager of the Year,2025,AL,espadjo99,3,150,0
BBWAA Manager of the Year,2025,NL,francte01,49,150,2
BBWAA Manager of the Year,2025,AL,hinchaj01,6,150,0
BBWAA Manager of the Year,2025,NL,lovulto01,1,150,0
BBWAA Manager of the Year,2025,NL,mcculcl99,22,150,0
BBWAA Manager of the Year,2025,NL,murphpa99,141,150,27
BBWAA Manager of the Year,2025,AL,schnejo99,91,150,10
BBWAA Manager of the Year,2025,NL,shildmi99,1,150,0
BBWAA Manager of the Year,2025,NL,thomsro99,32,150,1
BBWAA Manager of the Year,2025,AL,vogtst01,113,150,17
BBWAA Manager of the Year,2025,AL,wilsoda01,50,150,2
