playerID,yearID,round,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP
benesan01,2000,NLCS,SLN,NL,1,0,1,1,0,0,0,24,6,2,0,3,5,0.214,2.25,0.0,0.0,0.0,0.0,31.0,0.0,2,0.0,0.0,2.0
benitar01,2000,NLCS,NYN,NL,0,0,3,0,0,0,1,9,3,0,0,2,2,0.231,0.0,0.0,0.0,0.0,0.0,15.0,3.0,2,0.0,0.0,0.0
chrisja01,2000,NLCS,SLN,NL,0,0,2,0,0,0,0,6,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0,0.0,0.0,1.0
cookde01,2000,NLCS,NYN,NL,0,0,1,0,0,0,0,3,1,0,0,0,2,0.25,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,0.0,0.0,0.0
francjo01,2000,NLCS,NYN,NL,0,0,3,0,0,0,0,8,3,2,0,2,2,0.273,6.75,0.0,1.0,0.0,0.0,13.0,0.0,2,0.0,0.0,0.0
hamptmi01,2000,NLCS,NYN,NL,2,0,2,2,1,1,0,48,9,0,0,4,12,0.158,0.0,0.0,1.0,0.0,0.0,61.0,0.0,0,0.0,0.0,0.0
hentgpa01,2000,NLCS,SLN,NL,0,1,1,1,0,0,0,11,7,6,0,5,2,0.389,14.73,0.0,0.0,0.0,0.0,23.0,0.0,6,0.0,0.0,0.0
jamesmi01,2000,NLCS,SLN,NL,0,0,4,0,0,0,0,7,5,4,3,1,0,0.455,15.43,0.0,0.0,1.0,0.0,13.0,0.0,4,0.0,0.0,0.0
jonesbo03,2000,NLCS,NYN,NL,0,0,1,1,0,0,0,12,6,6,2,0,2,0.353,13.5,0.0,0.0,0.0,0.0,18.0,0.0,6,1.0,0.0,0.0
kileda01,2000,NLCS,SLN,NL,0,2,2,2,0,0,0,30,13,10,0,5,3,0.317,9.0,1.0,1.0,0.0,0.0,47.0,0.0,10,0.0,1.0,0.0
leiteal01,2000,NLCS,NYN,NL,0,0,1,1,0,0,0,21,8,3,0,0,9,0.286,3.86,0.0,0.0,0.0,0.0,29.0,0.0,3,1.0,0.0,0.0
morrima01,2000,NLCS,SLN,NL,0,0,2,0,0,0,0,11,3,2,0,2,2,0.214,4.91,1.0,0.0,0.0,0.0,16.0,0.0,2,0.0,0.0,0.0
reamebr01,2000,NLCS,SLN,NL,0,0,2,0,0,0,0,19,5,1,1,4,6,0.2,1.42,1.0,0.0,0.0,0.0,29.0,0.0,1,0.0,0.0,0.0
reedri01,2000,NLCS,NYN,NL,0,1,1,1,0,0,0,10,8,4,0,1,4,0.471,10.8,0.0,0.0,0.0,0.0,20.0,0.0,5,1.0,1.0,0.0
ruschgl01,2000,NLCS,NYN,NL,1,0,2,0,0,0,0,11,3,0,0,0,3,0.25,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0,0.0,1.0,0.0
timlimi01,2000,NLCS,SLN,NL,0,1,3,0,0,0,0,10,1,0,0,2,0,0.091,0.0,0.0,0.0,1.0,0.0,17.0,1.0,3,2.0,1.0,0.0
veresda01,2000,NLCS,SLN,NL,0,0,3,0,0,0,0,7,2,0,0,0,3,0.25,0.0,0.0,0.0,1.0,0.0,9.0,2.0,0,0.0,0.0,0.0
wendetu01,2000,NLCS,NYN,NL,1,0,2,0,0,0,0,4,1,0,0,1,2,0.2,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0,0.0,0.0,0.0
whiteri01,2000,NLCS,NYN,NL,0,0,1,0,0,0,0,9,5,3,0,1,1,0.385,9.0,0.0,0.0,0.0,0.0,15.0,0.0,3,1.0,0.0,0.0
ankieri01,2000,NLDS1,SLN,NL,0,0,1,1,0,0,0,8,4,4,0,6,3,0.4,13.5,0.0,5.0,0.0,0.0,16.0,0.0,4,0.0,0.0,0.0
ashbyan01,2000,NLDS1,ATL,NL,0,0,2,0,0,0,0,11,1,1,0,3,5,0.083,2.45,2.0,1.0,0.0,0.0,15.0,1.0,1,0.0,0.0,0.0
burkejo03,2000,NLDS1,ATL,NL,0,0,1,0,0,0,0,4,1,1,0,0,0,0.2,6.75,0.0,0.0,1.0,0.0,6.0,0.0,1,0.0,0.0,0.0
chrisja01,2000,NLDS1,SLN,NL,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0
glavito02,2000,NLDS1,ATL,NL,0,1,1,1,0,0,0,7,6,7,2,1,2,0.5,27.0,0.0,0.0,1.0,0.0,15.0,0.0,7,0.0,1.0,0.0
jamesmi01,2000,NLDS1,SLN,NL,1,0,2,0,0,0,0,13,1,0,0,1,1,0.077,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0,0.0,0.0,0.0
kileda01,2000,NLDS1,SLN,NL,1,0,1,1,0,0,0,21,4,2,0,2,6,0.16,2.57,0.0,0.0,0.0,0.0,27.0,0.0,2,0.0,0.0,0.0
ligteke01,2000,NLDS1,ATL,NL,0,0,3,0,0,0,0,5,0,1,0,1,3,0.0,5.4,1.0,0.0,0.0,0.0,7.0,1.0,1,0.0,0.0,0.0
maddugr01,2000,NLDS1,ATL,NL,0,1,1,1,0,0,0,12,9,5,1,3,2,0.429,11.25,2.0,0.0,0.0,0.0,25.0,0.0,7,1.0,0.0,0.0
millwke01,2000,NLDS1,ATL,NL,0,1,1,1,0,0,0,14,4,4,2,3,3,0.222,7.71,0.0,0.0,0.0,1.0,21.0,0.0,4,0.0,0.0,0.0
morrima01,2000,NLDS1,SLN,NL,0,0,2,0,0,0,0,6,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0,0.0,0.0,0.0
mulhote01,2000,NLDS1,ATL,NL,0,0,3,0,0,0,0,10,1,2,0,2,1,0.1,5.4,0.0,0.0,0.0,0.0,13.0,0.0,2,1.0,0.0,0.0
reamebr01,2000,NLDS1,SLN,NL,1,0,2,0,0,0,0,10,0,0,0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0,0.0,0.0,1.0
remlimi01,2000,NLDS1,ATL,NL,0,0,3,0,0,0,0,10,6,1,1,0,3,0.375,2.7,0.0,0.0,0.0,0.0,16.0,1.0,1,0.0,0.0,0.0
rockejo01,2000,NLDS1,ATL,NL,0,0,1,0,0,0,0,2,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,0.0,0.0,0.0
stephga01,2000,NLDS1,SLN,NL,0,0,1,1,0,0,0,11,3,1,0,2,2,0.231,2.45,0.0,0.0,0.0,0.0,15.0,0.0,1,0.0,0.0,0.0
timlimi01,2000,NLDS1,SLN,NL,0,0,2,0,0,0,0,5,5,2,1,1,2,0.5,10.8,0.0,0.0,0.0,0.0,11.0,0.0,2,0.0,0.0,0.0
veresda01,2000,NLDS1,SLN,NL,0,0,2,0,0,0,1,6,1,0,0,0,4,0.125,0.0,0.0,0.0,1.0,0.0,9.0,2.0,1,0.0,0.0,0.0
benitar01,2000,NLDS2,NYN,NL,1,0,2,0,0,0,0,9,4,2,1,1,3,0.308,6.0,1.0,0.0,0.0,0.0,14.0,0.0,2,0.0,0.0,0.0
cookde01,2000,NLDS2,NYN,NL,0,0,2,0,0,0,0,4,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0,1.0,0.0,0.0
deltomi01,2000,NLDS2,SFN,NL,0,0,1,0,0,0,0,3,1,0,0,0,2,0.25,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0,0.0,0.0,0.0
embreal01,2000,NLDS2,SFN,NL,0,0,2,0,0,0,0,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0,0.0,0.0,1.0
estessh01,2000,NLDS2,SFN,NL,0,0,1,1,0,0,0,9,3,2,0,3,3,0.25,6.0,0.0,0.0,1.0,0.0,16.0,0.0,2,0.0,0.0,0.0
francjo01,2000,NLDS2,NYN,NL,0,0,2,0,0,0,1,6,1,0,0,0,2,0.167,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0,1.0,0.0,0.0
fultzaa01,2000,NLDS2,SFN,NL,0,1,1,0,0,0,0,4,3,1,1,0,0,0.5,6.75,0.0,0.0,0.0,0.0,6.0,1.0,1,0.0,0.0,0.0
gardnma01,2000,NLDS2,SFN,NL,0,1,1,1,0,0,0,13,4,4,1,2,5,0.222,8.31,0.0,1.0,0.0,0.0,20.0,0.0,4,0.0,0.0,0.0
hamptmi01,2000,NLDS2,NYN,NL,0,1,1,1,0,0,0,16,6,5,1,3,2,0.273,8.44,1.0,0.0,0.0,0.0,25.0,0.0,5,0.0,0.0,0.0
henrydo01,2000,NLDS2,SFN,NL,0,0,3,0,0,0,0,12,1,1,0,3,1,0.091,2.25,1.0,0.0,1.0,0.0,15.0,0.0,1,0.0,0.0,1.0
hernali01,2000,NLDS2,SFN,NL,1,0,1,1,0,0,0,23,5,1,0,5,5,0.185,1.17,0.0,0.0,0.0,0.0,33.0,0.0,1,0.0,1.0,0.0
jonesbo03,2000,NLDS2,NYN,NL,1,0,1,1,1,1,0,27,1,0,0,2,5,0.036,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0,0.0,0.0,0.0
leiteal01,2000,NLDS2,NYN,NL,0,0,1,1,0,0,0,24,5,2,0,3,6,0.185,2.25,0.0,0.0,0.0,0.0,30.0,0.0,2,0.0,0.0,1.0
nenro01,2000,NLDS2,SFN,NL,0,0,2,0,0,0,0,7,2,0,0,1,3,0.222,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0,0.0,0.0,0.0
ortizru01,2000,NLDS2,SFN,NL,0,0,1,1,0,0,0,16,2,1,0,4,4,0.118,1.69,1.0,0.0,0.0,0.0,21.0,0.0,1,0.0,0.0,0.0
reedri01,2000,NLDS2,NYN,NL,0,0,1,1,0,0,0,18,7,2,0,2,6,0.28,3.0,1.0,0.0,0.0,0.0,27.0,0.0,2,0.0,0.0,0.0
rodrife01,2000,NLDS2,SFN,NL,0,1,3,0,0,0,0,13,6,3,1,1,6,0.316,6.23,0.0,0.0,0.0,0.0,20.0,1.0,3,0.0,0.0,0.0
rueteki01,2000,NLDS2,SFN,NL,0,0,1,0,0,0,0,13,3,0,0,1,1,0.2,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0,0.0,0.0,1.0
ruschgl01,2000,NLDS2,NYN,NL,0,0,1,0,0,0,0,2,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0,0.0,0.0,0.0
wendetu01,2000,NLDS2,NYN,NL,0,0,2,0,0,0,0,6,0,0,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0,0.0,0.0,0.0
whiteri01,2000,NLDS2,NYN,NL,1,0,2,0,0,0,0,8,6,0,0,2,4,0.429,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0,0.0,0.0,0.0
benitar01,2000,WS,NYN,NL,0,0,3,0,0,0,1,9,3,1,0,2,2,0.25,3.0,0.0,0.0,0.0,0.0,15.0,2.0,1,0.0,1.0,0.0
clemero02,2000,WS,NYA,AL,1,0,1,1,0,0,0,24,2,0,0,0,9,0.074,0.0,0.0,1.0,1.0,0.0,28.0,0.0,0,0.0,0.0,0.0
coneda01,2000,WS,NYA,AL,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0
cookde01,2000,WS,NYN,NL,0,0,3,0,0,0,0,2,1,0,0,3,1,0.333,0.0,0.0,0.0,1.0,0.0,7.0,1.0,0,0.0,0.0,0.0
francjo01,2000,WS,NYN,NL,1,0,4,0,0,0,0,10,3,0,0,0,1,0.273,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0,0.0,0.0,2.0
hamptmi01,2000,WS,NYN,NL,0,1,1,1,0,0,0,18,8,4,1,5,4,0.32,6.0,1.0,0.0,1.0,0.0,31.0,0.0,4,0.0,0.0,0.0
hernaor01,2000,WS,NYA,AL,0,1,1,1,0,0,0,22,9,4,1,3,12,0.3,4.91,0.0,0.0,0.0,0.0,34.0,0.0,4,1.0,0.0,0.0
jonesbo03,2000,WS,NYN,NL,0,1,1,1,0,0,0,15,4,3,1,3,3,0.222,5.4,2.0,0.0,0.0,0.0,22.0,0.0,3,0.0,1.0,0.0
leiteal01,2000,WS,NYN,NL,0,1,2,2,0,0,0,47,12,5,2,6,16,0.207,2.87,1.0,0.0,0.0,0.0,64.0,0.0,6,0.0,0.0,0.0
neaglde01,2000,WS,NYA,AL,0,0,1,1,0,0,0,14,4,2,1,2,3,0.222,3.86,0.0,0.0,0.0,0.0,20.0,0.0,2,0.0,0.0,0.0
nelsoje01,2000,WS,NYA,AL,1,0,3,0,0,0,0,8,5,3,1,1,1,0.417,10.12,0.0,0.0,0.0,0.0,13.0,0.0,3,0.0,0.0,0.0
pettian01,2000,WS,NYA,AL,0,0,2,2,0,0,0,41,16,3,0,4,9,0.302,1.98,1.0,0.0,1.0,0.0,60.0,0.0,5,2.0,0.0,0.0
reedri01,2000,WS,NYN,NL,0,0,1,1,0,0,0,18,6,2,0,1,8,0.261,3.0,0.0,0.0,1.0,0.0,26.0,0.0,2,1.0,0.0,0.0
riverma01,2000,WS,NYA,AL,0,0,4,0,0,0,2,18,4,2,1,1,7,0.182,3.0,0.0,0.0,1.0,0.0,24.0,3.0,2,0.0,0.0,0.0
ruschgl01,2000,WS,NYN,NL,0,0,3,0,0,0,0,12,6,1,0,2,2,0.353,2.25,1.0,2.0,0.0,0.0,19.0,0.0,1,0.0,0.0,1.0
stantmi02,2000,WS,NYA,AL,2,0,4,0,0,0,0,13,0,0,0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,0,0.0,1.0,0.0
wendetu01,2000,WS,NYN,NL,0,1,2,0,0,0,0,5,3,1,0,2,2,0.375,5.4,1.0,0.0,0.0,0.0,10.0,1.0,1,0.0,0.0,0.0
whiteri01,2000,WS,NYN,NL,0,0,1,0,0,0,0,4,1,1,0,1,1,0.25,6.75,1.0,0.0,0.0,0.0,6.0,0.0,1,0.0,1.0,0.0
abbotpa01,2001,ALCS,SEA,AL,0,0,1,1,0,0,0,15,0,0,0,8,2,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0,1.0,0.0,0.0
charlno01,2001,ALCS,SEA,AL,0,0,2,0,0,0,0,5,1,0,0,2,2,0.167,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0,0.0,0.0,0.0
clemero02,2001,ALCS,NYA,AL,0,0,1,1,0,0,0,15,1,0,0,4,7,0.062,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0,0.0,0.0,0.0
garcifr02,2001,ALCS,SEA,AL,0,1,1,1,0,0,0,22,7,3,0,4,6,0.292,3.68,0.0,0.0,0.0,0.0,29.0,0.0,3,1.0,0.0,1.0
halamjo01,2001,ALCS,SEA,AL,0,0,2,0,0,0,0,6,3,3,0,0,0,0.333,13.5,0.0,0.0,0.0,0.0,9.0,1.0,3,0.0,0.0,0.0
hernaor01,2001,ALCS,NYA,AL,0,1,1,1,0,0,0,15,5,4,1,5,7,0.25,7.2,0.0,0.0,0.0,0.0,25.0,0.0,5,0.0,0.0,0.0
mendora01,2001,ALCS,NYA,AL,0,0,3,0,0,0,0,16,3,1,1,2,4,0.158,1.69,1.0,0.0,0.0,0.0,21.0,0.0,1,0.0,0.0,0.0
moyerja01,2001,ALCS,SEA,AL,1,0,1,1,0,0,0,21,4,2,1,1,5,0.167,2.57,0.0,0.0,1.0,0.0,26.0,0.0,2,0.0,0.0,1.0
mussimi01,2001,ALCS,NYA,AL,1,0,1,1,0,0,0,18,4,2,1,1,3,0.182,3.0,0.0,0.0,1.0,0.0,24.0,0.0,2,0.0,0.0,1.0
nelsoje01,2001,ALCS,SEA,AL,0,0,2,0,0,0,0,7,1,0,0,1,3,0.143,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0,0.0,0.0,1.0
paniajo01,2001,ALCS,SEA,AL,0,0,3,0,0,0,0,11,7,5,1,1,1,0.412,12.27,0.0,1.0,0.0,0.0,18.0,2.0,5,0.0,0.0,1.0
pettian01,2001,ALCS,NYA,AL,2,0,2,2,0,0,0,43,11,4,0,2,8,0.216,2.51,0.0,0.0,0.0,0.0,54.0,0.0,4,1.0,0.0,2.0
pineijo01,2001,ALCS,SEA,AL,0,0,1,0,0,0,0,6,4,1,0,2,5,0.4,4.5,0.0,1.0,0.0,0.0,12.0,0.0,1,0.0,0.0,0.0
rhodear01,2001,ALCS,SEA,AL,0,0,2,0,0,0,0,6,2,1,1,0,2,0.25,4.5,0.0,0.0,0.0,0.0,8.0,0.0,1,0.0,0.0,0.0
riverma01,2001,ALCS,NYA,AL,1,0,4,0,0,0,2,14,2,1,0,1,3,0.125,1.93,0.0,2.0,0.0,0.0,17.0,4.0,1,0.0,0.0,0.0
sasakka01,2001,ALCS,SEA,AL,0,1,1,0,0,0,0,1,2,2,1,0,0,0.667,54.0,0.0,0.0,0.0,0.0,3.0,1.0,2,0.0,0.0,0.0
