playerID,awardID,yearID,lgID,tie,notes
alonspe01,Player of the Week,2023,NL,,Week of 2023-07-29
alonspe01,Player of the Week,2024,NL,,Week of 2024-04-13
alonspe01,Player of the Week,2025,NL,,Week of 2025-06-07
alonspe01,Rookie of the Month,2019,NL,,April
alonspe01,Rookie of the Month,2019,NL,,June
alonspe01,Rookie of the Month,2019,NL,,September
alonspe01,Rookie of the Year,2019,NL,,
alonspe01,Silver Slugger,2025,NL,,1B
alonspe01,TSN All-Star,2025,NL,,1B
alonspe01,TSN Rookie of the Year,2019,NL,,
alonsyo01,Player of the Week,2017,AL,,Week of 2017-05-06
aloumo01,Player of the Week,2002,NL,,Week of 2002-09-07
altuvjo01,ALCS MVP,2019,AL,,
altuvjo01,All-MLB Team - First Team,2022,ML,,2B
altuvjo01,All-MLB Team - Second Team,2019,ML,,2B
altuvjo01,All-MLB Team - Second Team,2024,ML,,2B
altuvjo01,Babe Ruth Award,2017,ML,Y,
altuvjo01,Gold Glove,2015,AL,,2B
altuvjo01,Hank Aaron Award,2017,AL,,
altuvjo01,Lou Gehrig Memorial Award,2016,ML,,
altuvjo01,Majestic Athletic Always Game Award,2015,ML,,
altuvjo01,Majestic Athletic Always Game Award,2016,ML,,
altuvjo01,MLB Players Choice Outstanding Player,2016,AL,,
altuvjo01,MLB Players Choice Outstanding Player,2017,AL,,
altuvjo01,MLB Players Choice Player of the Year,2016,ML,,
altuvjo01,MLB Players Choice Player of the Year,2017,ML,,
altuvjo01,Most Valuable Player,2017,AL,,
altuvjo01,Player of the Month,2016,AL,,June
altuvjo01,Player of the Month,2017,AL,,July
altuvjo01,Player of the Week,2015,AL,Y,Week of 2015-05-03
altuvjo01,Player of the Week,2016,AL,Y,Week of 2016-04-16
altuvjo01,Player of the Week,2017,AL,,Week of 2017-07-08
altuvjo01,Player of the Week,2023,AL,,Week of 2023-08-12
altuvjo01,Player of the Week,2023,AL,,Week of 2023-09-09
altuvjo01,Silver Slugger,2014,AL,,2B
altuvjo01,Silver Slugger,2015,AL,,2B
altuvjo01,Silver Slugger,2016,AL,,2B
altuvjo01,Silver Slugger,2017,AL,,2B
altuvjo01,Silver Slugger,2018,AL,,2B
altuvjo01,Silver Slugger,2022,AL,,2B
altuvjo01,Silver Slugger,2024,AL,,2B
altuvjo01,This Year in Baseball Best Major Leaguer,2017,ML,,Esurance
altuvjo01,This Year in Baseball Best Major Leaguer - Postseason,2017,ML,Y,Esurance
altuvjo01,This Year in Baseball Breakout Hitter of the Year,2014,ML,,MLB.com GIBBY
altuvjo01,This Year in Baseball Breakout Player of the Year,2014,ML,,MLB.com GIBBY
altuvjo01,TSN All-Star,2016,AL,,2B
altuvjo01,TSN All-Star,2017,AL,,2B
altuvjo01,TSN All-Star,2018,AL,,2B
altuvjo01,TSN All-Star,2024,AL,,2B
altuvjo01,TSN Major League Player of the Year,2016,ML,,
altuvjo01,TSN Major League Player of the Year,2017,ML,,
alvarfr01,Rookie of the Month,2023,NL,,July
alvarhe01,Player of the Week,2013,NL,,Week of 2013-09-29
alvarpe01,Player of the Week,2010,NL,,Week of 2010-09-26
alvarpe01,Player of the Week,2012,NL,,Week of 2012-09-03
alvarpe01,Player of the Week,2013,NL,,Week of 2013-06-23
alvarpe01,Rookie of the Month,2010,NL,,September
alvarpe01,Silver Slugger,2013,NL,,3B
alvaryo01,ALCS MVP,2021,AL,,
alvaryo01,All-MLB Team - First Team,2022,ML,,DH
alvaryo01,All-MLB Team - Second Team,2019,ML,,DH
alvaryo01,All-MLB Team - Second Team,2021,ML,,DH
alvaryo01,All-MLB Team - Second Team,2023,ML,,DH
alvaryo01,All-MLB Team - Second Team,2024,ML,,DH
alvaryo01,MLB Players Choice Outstanding Rookie,2019,AL,,
alvaryo01,Player of the Month,2022,AL,,June
alvaryo01,Player of the Month,2023,AL,,September
alvaryo01,Player of the Week,2022,AL,,Week of 2022-06-04
alvaryo01,Player of the Week,2022,AL,,Week of 2022-09-17
alvaryo01,Player of the Week,2024,AL,,Week of 2024-08-10
alvaryo01,Rookie of the Month,2019,AL,,August
alvaryo01,Rookie of the Month,2019,AL,,July
alvaryo01,Rookie of the Month,2019,AL,,June
alvaryo01,Rookie of the Year,2019,AL,,
alvaryo01,Silver Slugger,2022,AL,,DH
alvaryo01,TSN All-Star,2022,AL,,DH
alvaryo01,TSN All-Star,2024,AL,,DH
alvaryo01,TSN Rookie of the Year,2019,AL,,
anderbr04,Rookie of the Month,2009,AL,,September
anderco01,Pitcher of the Month,2015,AL,,September
anderga01,All-Star Game MVP,2003,ML,,
anderga01,Player of the Week,2003,AL,,Week of 2003-06-07
anderga01,Player of the Week,2003,AL,,Week of 2003-07-12
anderga01,Silver Slugger,2002,AL,,OF
anderga01,Silver Slugger,2003,AL,,OF
anderga01,TSN All-Star,2002,AL,,OF
anderga01,TSN All-Star,2003,AL,,OF
anderni01,All-MLB Team - First Team,2020,ML,,RP
anderti01,Player of the Month,2019,AL,,April
anderti01,Silver Slugger,2020,AL,,SS
anderti01,TSN All-Star,2020,AL,,SS
andruel01,This Year in Baseball Defensive Player of the Year,2010,ML,,MLB.com GIBBY
andujmi01,MLB Players Choice Outstanding Rookie,2018,AL,,
andujmi01,Rookie of the Month,2018,AL,,August
andujmi01,Rookie of the Month,2018,AL,,June
andujmi01,TSN Rookie of the Year,2018,AL,,
ankieri01,TSN Rookie Pitcher of the Year,2000,NL,,
aquinar01,Player of the Month,2019,NL,Y,August
aquinar01,Player of the Week,2019,NL,,Week of 2019-08-10
aquinar01,Rookie of the Month,2019,NL,,August
archech01,Pitcher of the Month,2013,AL,,July
archech01,Player of the Week,2015,AL,,Week of 2015-06-07
archech01,Rookie of the Month,2013,AL,,July
archech01,This Year in Baseball Best Social Media Personality,2015,ML,,Esurance
arenano01,All-MLB Team - Second Team,2022,ML,,3B
arenano01,Gold Glove,2013,NL,,3B
arenano01,Gold Glove,2014,NL,,3B
arenano01,Gold Glove,2015,NL,,3B
arenano01,Gold Glove,2016,NL,,3B
arenano01,Gold Glove,2017,NL,,3B
arenano01,Gold Glove,2018,NL,,3B
arenano01,Gold Glove,2019,NL,,3B
arenano01,Gold Glove,2020,NL,,3B
arenano01,Gold Glove,2021,NL,,3B
arenano01,Gold Glove,2022,NL,,3B
arenano01,Majestic Athletic Always Game Award,2017,ML,,
arenano01,Platinum Glove,2017,NL,,
arenano01,Platinum Glove,2018,NL,,
arenano01,Platinum Glove,2019,NL,,
arenano01,Platinum Glove,2020,NL,,
arenano01,Platinum Glove,2021,NL,,
arenano01,Platinum Glove,2022,NL,,
arenano01,Player of the Month,2015,NL,,September
arenano01,Player of the Month,2017,NL,,July
arenano01,Player of the Month,2022,NL,,April
arenano01,Player of the Month,2022,NL,,August
arenano01,Player of the Week,2014,NL,,Week of 2014-08-24
arenano01,Player of the Week,2015,NL,,Week of 2015-06-28
arenano01,Player of the Week,2016,NL,Y,Week of 2016-04-16
arenano01,Player of the Week,2017,NL,,Week of 2017-07-22
arenano01,Player of the Week,2018,NL,,Week of 2018-06-23
arenano01,Player of the Week,2019,NL,,Week of 2019-05-25
arenano01,Player of the Week,2022,NL,,Week of 2022-04-09
arenano01,Player of the Week,2022,NL,,Week of 2022-08-06
arenano01,Silver Slugger,2015,NL,,3B
arenano01,Silver Slugger,2016,NL,,3B
arenano01,Silver Slugger,2017,NL,,3B
arenano01,Silver Slugger,2018,NL,,3B
arenano01,Silver Slugger,2022,NL,,3B
arenano01,This Year in Baseball Best Defensive Player,2017,ML,,Esurance
arenano01,This Year in Baseball Best Play - Offense,2017,ML,,Esurance
arenano01,TSN All-Star,2018,NL,,3B
arenano01,TSN All-Star,2022,NL,,3B
arencjp01,Player of the Week,2012,AL,,Week of 2012-05-20
arozara01,ALCS MVP,2020,AL,,
arozara01,Babe Ruth Award,2020,ML,,
arozara01,Rookie of the Year,2021,AL,,
arraelu01,Player of the Week,2024,NL,,Week of 2024-05-25
arraelu01,Silver Slugger,2022,AL,,UT
arraelu01,Silver Slugger,2023,NL,,2B
arrieja01,Cy Young Award,2015,NL,,
arrieja01,Pitcher of the Month,2015,NL,,August
arrieja01,Pitcher of the Month,2015,NL,,September
arrieja01,Pitcher of the Month,2016,NL,,April
arrieja01,Pitcher of the Month,2017,NL,,August
arrieja01,Player of the Week,2015,NL,,Week of 2015-07-12
arrieja01,Player of the Week,2015,NL,,Week of 2015-08-30
arrieja01,Player of the Week,2015,NL,,Week of 2015-09-27
arrieja01,Player of the Week,2016,NL,,Week of 2016-04-23
arrieja01,Silver Slugger,2016,NL,,P
arrieja01,This Year in Baseball Best Breakout Player,2015,ML,,Esurance
arrieja01,This Year in Baseball Best Pitcher,2015,ML,,Esurance
arrigsp01,Rookie of the Month,2024,AL,,August
arroybr01,Gold Glove,2010,NL,,P
arroybr01,Player of the Week,2008,NL,Y,Week of 2008-08-30
atkinga01,Player of the Week,2006,NL,,Week of 2006-04-08
atkinga01,Player of the Week,2006,NL,,Week of 2006-09-30
atkinga01,Rookie of the Month,2005,NL,,June
aurilri01,Player of the Week,2001,NL,,Week of 2001-07-28
aurilri01,Player of the Week,2003,NL,,Week of 2003-07-19
aurilri01,Silver Slugger,2001,NL,,SS
aurilri01,TSN All-Star,2001,NL,,SS
ausmubr01,Gold Glove,2001,NL,,C
ausmubr01,Gold Glove,2002,NL,,C
ausmubr01,Gold Glove,2006,NL,,C
avilaal01,Silver Slugger,2011,AL,,C
avilemi01,Player of the Week,2008,AL,Y,Week of 2008-08-02
axforjo01,Reliever of the Month,2011,ML,,July
axforjo01,Reliever of the Year Award,2011,NL,,
aybarer01,Gold Glove,2011,AL,,SS
aybarer01,Player of the Week,2011,AL,Y,Week of 2011-09-18
baderha01,Gold Glove,2021,NL,,RF
baderha01,Player of the Week,2021,NL,,Week of 2021-09-25
baezja01,Gold Glove,2020,NL,,SS
baezja01,NLCS MVP,2016,NL,Y,Co-MVP
baezja01,Player of the Week,2018,NL,,Week of 2018-06-30
baezja01,Silver Slugger,2018,NL,,2B
baezja01,TSN All-Star,2018,NL,,2B
bagweje01,Player of the Month,2001,NL,,July
bagweje01,Player of the Week,2000,NL,,Week of 2000-08-12
bailean01,Player of the Week,2013,AL,Y,Week of 2013-04-21
bailean01,Rookie of the Month,2009,AL,,August
bailean01,Rookie of the Year,2009,AL,,
baileho02,Player of the Week,2009,NL,,Week of 2009-10-04
baileho02,Player of the Week,2012,NL,,Week of 2012-09-28
baileho02,Player of the Week,2013,NL,Y,Week of 2013-07-07
bailepa01,Gold Glove,2024,NL,,C
bailepa01,Gold Glove,2025,NL,,C
bakerje03,Player of the Week,2008,NL,,Week of 2008-06-21
baldero01,Rookie of the Month,2003,AL,,April
baldero01,Rookie of the Month,2003,AL,,May
baldwdr01,Rookie of the Year,2025,NL,,
baldwja01,Pitcher of the Month,2000,AL,,May
bannibr01,Player of the Week,2008,AL,Y,Week of 2008-04-12
bannibr01,Rookie of the Month,2007,AL,,August
bannibr01,Rookie of the Month,2007,AL,,June
bardda01,MLB Players Choice Comeback Player,2020,NL,,
bardda01,TSN Comeback Player of the Year,2020,NL,,
bardebr01,Rookie of the Month,2009,NL,,April
barfijo02,Rookie of the Month,2006,NL,,July
barmecl01,Rookie of the Month,2005,NL,,April
barneda01,Gold Glove,2012,NL,,2B
barneda01,Rookie of the Month,2011,NL,,April
barnema01,Reliever of the Month,2021,AL,,April
barnhtu01,Gold Glove,2017,NL,,C
barnhtu01,Gold Glove,2020,NL,,C
barraky01,Reliever of the Month,2018,NL,,June
barremi01,Player of the Week,2002,NL,Y,Week of 2002-04-14
barremi01,Silver Slugger,2005,NL,,C
bassich01,Pitcher of the Month,2020,AL,,September
batisto01,Player of the Week,2004,NL,,Week of 2004-09-18
bauertr01,All-MLB Team - First Team,2020,ML,,SP
bauertr01,Cy Young Award,2020,NL,,
bauertr01,MLB Players Choice Outstanding Pitcher,2020,NL,,
bauertr01,Pitcher of the Month,2020,NL,,September
bauertr01,Player of the Week,2019,AL,,Week of 2019-06-15
bautida01,Player of the Week,2004,NL,,Week of 2004-04-24
bautife01,All-MLB Team - First Team,2023,ML,,RP
bautife01,Reliever of the Month,2023,AL,,April
bautife01,Reliever of the Month,2023,AL,,July
bautife01,Reliever of the Month,2023,AL,,June
bautife01,Reliever of the Year Award,2023,AL,,
bautife01,TSN All-Star,2023,AL,,RP
bautife01,TSN Reliever of the Year,2023,AL,,
bautijo02,Hank Aaron Award,2010,AL,,
bautijo02,Hank Aaron Award,2011,AL,,
bautijo02,Player of the Month,2010,AL,,August
bautijo02,Player of the Month,2010,AL,Y,July
bautijo02,Player of the Month,2011,AL,,April
bautijo02,Player of the Month,2011,AL,,May
bautijo02,Player of the Month,2012,AL,,June
bautijo02,Player of the Week,2010,AL,,Week of 2010-05-16
bautijo02,Player of the Week,2010,AL,,Week of 2010-08-29
bautijo02,Player of the Week,2010,AL,Y,Week of 2010-08-01
bautijo02,Player of the Week,2011,AL,Y,Week of 2011-07-04
bautijo02,Silver Slugger,2010,AL,,OF
bautijo02,Silver Slugger,2011,AL,,OF
bautijo02,Silver Slugger,2014,AL,,OF
bautijo02,This Year in Baseball Best Play - Offense,2015,ML,,Esurance
bayja01,MLB Players Choice Outstanding Rookie,2004,NL,,
bayja01,Player of the Month,2006,NL,,May
bayja01,Player of the Week,2005,NL,,Week of 2005-08-13
bayja01,Player of the Week,2006,NL,,Week of 2006-05-27
bayja01,Player of the Week,2006,NL,Y,Week of 2006-05-20
bayja01,Player of the Week,2007,NL,,Week of 2007-05-26
bayja01,Player of the Week,2011,NL,,Week of 2011-09-11
bayja01,Rookie of the Month,2004,NL,,July
bayja01,Rookie of the Month,2004,NL,,June
bayja01,Rookie of the Month,2004,NL,,September
bayja01,Rookie of the Year,2004,NL,,
bayja01,Silver Slugger,2009,AL,,OF
bayja01,TSN Rookie of the Year,2004,NL,,
beckejo02,ALCS MVP,2007,AL,,
beckejo02,Babe Ruth Award,2003,NL,,P
beckejo02,Player of the Week,2009,AL,,Week of 2009-07-11
beckejo02,Player of the Week,2014,NL,Y,Week of 2014-05-25
beckejo02,This Year in Baseball Starter of the Year,2007,ML,,MLB.com GIBBY
beckejo02,World Series MVP,2003,ML,,
beckhgo01,MLB Players Choice Outstanding Rookie,2009,AL,,
beckhgo01,Rookie of the Month,2009,AL,,July
beckhgo01,TSN Rookie of the Year,2009,AL,,
beckhti01,Player of the Week,2017,AL,,Week of 2017-08-05
beckhti01,Player of the Week,2019,AL,,Week of 2019-03-30
beckro01,MLB Players Choice Comeback Player,2003,NL,,
bedarer01,Pitcher of the Month,2007,AL,,July
bednada01,Reliever of the Month,2022,NL,,May
bednada01,Reliever of the Month,2025,NL,,June
belanma01,MLB Players Curt Flood Award,2021,ML,,
bellde01,Player of the Week,2000,NL,,Week of 2000-04-22
belleal01,Player of the Month,2000,AL,,June
bellhe01,Reliever of the Month,2009,ML,,April
bellhe01,Reliever of the Year Award,2009,NL,,
bellhe01,Reliever of the Year Award,2010,NL,,
bellhe01,TSN Reliever of the Year,2010,NL,,
bellico01,All-MLB Team - First Team,2019,ML,,OF
bellico01,All-MLB Team - Second Team,2025,ML,,OF
bellico01,Comeback Player of the Year,2023,NL,,
bellico01,Gold Glove,2019,NL,,CF
bellico01,MLB Players Choice Comeback Player,2023,NL,,
bellico01,MLB Players Choice Outstanding Rookie,2017,NL,,
bellico01,Most Valuable Player,2019,NL,,
bellico01,NLCS MVP,2018,NL,,
bellico01,Player of the Month,2019,NL,,April
bellico01,Player of the Month,2023,NL,,July
bellico01,Player of the Week,2017,NL,,Week of 2017-05-06
bellico01,Player of the Week,2017,NL,,Week of 2017-06-24
bellico01,Player of the Week,2019,NL,,Week of 2019-04-06
bellico01,Player of the Week,2022,NL,,Week of 2022-04-23
bellico01,Player of the Week,2025,AL,,Week of 2025-08-30
bellico01,Rookie of the Month,2017,NL,,June
bellico01,Rookie of the Month,2017,NL,,May
bellico01,Rookie of the Year,2017,NL,,
bellico01,Silver Slugger,2019,NL,,OF
bellico01,Silver Slugger,2023,NL,,UT
bellico01,TSN All-Star,2019,NL,,OF
bellico01,TSN All-Star,2023,NL,Y,OF
bellico01,TSN Comeback Player of the Year,2023,NL,,
bellico01,TSN Rookie of the Year,2017,NL,,
belljo02,Player of the Month,2019,NL,,May
belljo02,Player of the Week,2019,NL,,Week of 2019-05-18
belljo02,Silver Slugger,2022,NL,,DH
beltbr01,Player of the Week,2013,NL,,Week of 2013-08-11
beltbr01,Player of the Week,2018,NL,,Week of 2018-05-19
beltrad01,Gold Glove,2007,AL,,3B
beltrad01,Gold Glove,2008,AL,,3B
beltrad01,Gold Glove,2011,AL,,3B
beltrad01,Gold Glove,2012,AL,,3B
beltrad01,Gold Glove,2016,AL,,3B
beltrad01,Lou Gehrig Memorial Award,2014,ML,,
beltrad01,Platinum Glove,2011,AL,,
beltrad01,Platinum Glove,2012,AL,,
beltrad01,Player of the Month,2004,NL,,September
beltrad01,Player of the Month,2011,AL,,September
beltrad01,Player of the Month,2012,AL,,September
beltrad01,Player of the Month,2013,AL,,July
beltrad01,Player of the Week,2000,NL,,Week of 2000-08-26
beltrad01,Player of the Week,2004,NL,Y,Week of 2004-06-26
beltrad01,Player of the Week,2012,AL,,Week of 2012-08-26
beltrad01,Player of the Week,2013,AL,,Week of 2013-07-07
beltrad01,Player of the Week,2015,AL,,Week of 2015-10-04
beltrad01,Player of the Week,2017,AL,Y,Week of 2017-07-29
beltrad01,Silver Slugger,2004,NL,,3B
beltrad01,Silver Slugger,2010,AL,,3B
beltrad01,Silver Slugger,2011,AL,,3B
beltrad01,Silver Slugger,2014,AL,,3B
beltrca01,Gold Glove,2006,NL,,OF
beltrca01,Gold Glove,2007,NL,,OF
beltrca01,Gold Glove,2008,NL,,OF
beltrca01,Player of the Month,2004,AL,,April
beltrca01,Player of the Week,2001,AL,Y,Week of 2001-08-25
beltrca01,Player of the Week,2002,AL,Y,Week of 2002-07-20
beltrca01,Player of the Week,2004,AL,,Week of 2004-04-17
beltrca01,Player of the Week,2004,NL,,Week of 2004-08-28
beltrca01,Player of the Week,2006,NL,,Week of 2006-06-10
beltrca01,Player of the Week,2006,NL,Y,Week of 2006-07-29
beltrca01,Player of the Week,2007,NL,,Week of 2007-04-21
beltrca01,Player of the Week,2007,NL,,Week of 2007-08-18
beltrca01,Player of the Week,2012,NL,,Week of 2012-05-13
beltrca01,Player of the Week,2014,AL,,Week of 2014-04-13
beltrca01,Roberto Clemente Award,2013,ML,,
beltrca01,Silver Slugger,2006,NL,,OF
beltrca01,Silver Slugger,2007,NL,,OF
beltrca01,TSN All-Star,2006,NL,,OF
benchjo01,Bob Feller Act of Valor Award - HOF Player,2018,ML,,
beninan01,Gold Glove,2021,AL,,RF
beninan01,Player of the Week,2021,AL,,Week of 2021-09-11
beninan01,Rookie of the Month,2017,AL,,August
benitar01,Reliever of the Year Award,2001,NL,,
benitar01,TSN Reliever of the Year,2001,NL,Y,
benoijo01,This Year in Baseball Setup Man of the Year,2010,ML,,MLB.com GIBBY
bensowi01,Player of the Week,2025,NL,,Week of 2025-05-17
berkmla01,Comeback Player of the Year,2011,NL,,
berkmla01,MLB Players Choice Comeback Player,2011,NL,,
berkmla01,Player of the Month,2004,NL,,May
berkmla01,Player of the Month,2008,NL,,May
berkmla01,Player of the Week,2001,NL,Y,Week of 2001-06-23
berkmla01,Player of the Week,2002,NL,,Week of 2002-05-04
berkmla01,Player of the Week,2008,NL,,Week of 2008-05-10
berkmla01,Player of the Week,2008,NL,,Week of 2008-04-26
berkmla01,Player of the Week,2011,NL,,Week of 2011-04-17
berkmla01,Player of the Week,2011,NL,,Week of 2011-05-01
berkmla01,TSN All-Star,2006,NL,Y,OF
berkmla01,TSN Comeback Player of the Year,2011,NL,,
bernawa01,Player of the Week,2025,NL,,Week of 2025-08-02
berrayo01,Bob Feller Act of Valor Award - HOF Player,2013,ML,,
berrijo01,Gold Glove,2023,AL,,P
berrijo01,Pitcher of the Month,2024,AL,,April
berroan01,MLB Players Choice Outstanding Rookie,2003,AL,,
berroan01,Rookie of the Month,2003,AL,,July
berroan01,Rookie of the Year,2003,AL,,
bettsmo01,All-MLB Team - First Team,2020,ML,,OF
bettsmo01,All-MLB Team - First Team,2022,ML,,OF
bettsmo01,All-MLB Team - First Team,2023,ML,,OF
bettsmo01,All-MLB Team - First Team,2024,ML,,OF
bettsmo01,All-MLB Team - Second Team,2019,ML,,OF
bettsmo01,Gold Glove,2016,AL,,OF
bettsmo01,Gold Glove,2017,AL,,RF
bettsmo01,Gold Glove,2018,AL,,RF
bettsmo01,Gold Glove,2019,AL,,RF
bettsmo01,Gold Glove,2020,NL,,RF
bettsmo01,Gold Glove,2022,NL,,OF
bettsmo01,MLB Players Choice Outstanding Player,2018,AL,,
bettsmo01,Most Valuable Player,2018,AL,,
bettsmo01,Player of the Month,2016,AL,,July
bettsmo01,Player of the Month,2023,NL,,August
bettsmo01,Player of the Month,2024,NL,,April
bettsmo01,Player of the Week,2015,AL,,Week of 2015-06-21
bettsmo01,Player of the Week,2017,AL,,Week of 2017-05-13
bettsmo01,Player of the Week,2017,AL,,Week of 2017-07-01
bettsmo01,Player of the Week,2022,NL,,Week of 2022-08-27
bettsmo01,Player of the Week,2023,NL,,Week of 2023-08-26
bettsmo01,Player of the Week,2025,NL,,Week of 2025-09-13
bettsmo01,Roberto Clemente Award,2025,ML,,
bettsmo01,Silver Slugger,2016,AL,,OF
bettsmo01,Silver Slugger,2018,AL,,OF
bettsmo01,Silver Slugger,2019,AL,,OF
bettsmo01,Silver Slugger,2020,NL,,OF
bettsmo01,Silver Slugger,2022,NL,,OF
bettsmo01,Silver Slugger,2023,NL,,OF
bettsmo01,TSN All-Star,2016,AL,,OF
bettsmo01,TSN All-Star,2017,AL,,OF
bettsmo01,TSN All-Star,2018,AL,,OF
bettsmo01,TSN All-Star,2019,AL,,OF
bettsmo01,TSN All-Star,2020,NL,,OF
bettsmo01,TSN All-Star,2022,NL,,OF
bettsmo01,TSN All-Star,2023,NL,,OF
bettsmo01,TSN All-Star,2024,NL,Y,OF
bettsmo01,TSN Major League Player of the Year,2018,ML,,
bichebo01,All-MLB Team - Second Team,2025,ML,,SS
bichebo01,Player of the Week,2022,AL,,Week of 2022-09-10
