yearID,round,playerID,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
2000,ALCS,abbotpa01,SEA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALCS,bellda01,SEA,AL,5,18,0,4,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALCS,bellicl01,NYA,AL,5,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALCS,brosisc01,NYA,AL,6,18,2,4,0,0,0,0,0,1.0,2,3.0,0.0,0.0,0.0,0.0,1.0
2000,ALCS,buhneja01,SEA,AL,4,11,0,2,0,0,0,0,0,0.0,1,6.0,0.0,0.0,0.0,0.0,0.0
2000,ALCS,camermi01,SEA,AL,6,18,3,2,0,0,0,1,1,0.0,2,7.0,0.0,0.0,1.0,0.0,0.0
2000,ALCS,choatra01,NYA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALCS,clemero02,NYA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALCS,coneda01,NYA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALCS,garcifr02,SEA,AL,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALCS,gipsoch01,SEA,AL,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALCS,goodedw01,NYA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALCS,grimsja01,NYA,AL,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALCS,guillca01,SEA,AL,2,5,1,1,0,0,1,2,0,1.0,2,2.0,0.0,0.0,0.0,0.0,0.0
2000,ALCS,halamjo01,SEA,AL,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALCS,henderi01,SEA,AL,3,9,2,2,1,0,0,1,0,1.0,2,2.0,0.0,0.0,0.0,0.0,0.0
2000,ALCS,hernaor01,NYA,AL,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALCS,hillgl01,NYA,AL,2,2,0,0,0,0,0,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
2000,ALCS,ibanera01,SEA,AL,6,9,0,0,0,0,0,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
2000,ALCS,javiest01,SEA,AL,4,14,0,1,0,0,0,1,0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0
2000,ALCS,jeterde01,NYA,AL,6,22,6,7,0,0,2,5,1,0.0,6,7.0,0.0,0.0,0.0,0.0,0.0
2000,ALCS,justida01,NYA,AL,6,26,4,6,2,0,2,8,0,0.0,2,7.0,0.0,0.0,0.0,0.0,1.0
2000,ALCS,knoblch01,NYA,AL,6,23,3,6,2,0,0,2,0,0.0,3,4.0,0.0,1.0,1.0,0.0,0.0
2000,ALCS,martial03,SEA,AL,4,11,1,2,2,0,0,0,0,0.0,2,3.0,1.0,0.0,0.0,0.0,0.0
2000,ALCS,martied01,SEA,AL,6,21,2,5,1,0,1,4,0,0.0,3,5.0,0.0,0.0,0.0,0.0,0.0
2000,ALCS,martiti02,NYA,AL,6,25,5,8,2,0,1,1,0,0.0,2,4.0,0.0,0.0,0.0,0.0,1.0
2000,ALCS,mclemma01,SEA,AL,5,16,2,4,3,0,0,2,0,0.0,2,1.0,0.0,0.0,1.0,0.0,0.0
2000,ALCS,mesajo01,SEA,AL,3,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALCS,neaglde01,NYA,AL,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALCS,nelsoje01,NYA,AL,3,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALCS,olerujo01,SEA,AL,6,20,3,7,3,0,1,2,1,0.0,2,2.0,1.0,0.0,0.0,1.0,1.0
2000,ALCS,olivejo01,SEA,AL,4,6,0,1,0,0,0,0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,1.0
2000,ALCS,oneilpa01,NYA,AL,6,20,0,5,0,0,0,5,0,0.0,1,2.0,0.0,0.0,0.0,1.0,0.0
2000,ALCS,paniajo01,SEA,AL,5,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALCS,pettian01,NYA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALCS,polonlu01,NYA,AL,1,1,0,0,0,0,0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
2000,ALCS,posadjo01,NYA,AL,6,19,2,3,1,0,0,3,0,1.0,5,5.0,1.0,1.0,0.0,0.0,0.0
2000,ALCS,ramsaro01,SEA,AL,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALCS,rhodear01,SEA,AL,4,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALCS,riverma01,NYA,AL,3,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALCS,rodrial01,SEA,AL,6,22,4,9,2,0,2,5,1,0.0,3,8.0,0.0,0.0,0.0,0.0,0.0
2000,ALCS,sasakka01,SEA,AL,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALCS,seleaa01,SEA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALCS,sojolu01,NYA,AL,6,23,1,6,1,0,0,2,0,0.0,2,3.0,0.0,0.0,0.0,0.0,0.0
2000,ALCS,tomkobr01,SEA,AL,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALCS,vizcajo01,NYA,AL,4,2,3,2,1,0,0,2,2,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0
2000,ALCS,willibe02,NYA,AL,6,23,5,10,1,0,1,3,1,0.0,2,3.0,1.0,1.0,0.0,1.0,1.0
2000,ALCS,wilsoda01,SEA,AL,4,11,0,1,0,0,0,0,0,0.0,1,5.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS1,appieke01,OAK,AL,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS1,bellicl01,NYA,AL,2,1,0,1,1,0,0,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS1,brosisc01,NYA,AL,5,17,0,3,1,0,0,1,0,0.0,1,4.0,0.0,0.0,1.0,0.0,0.0
2000,ALDS1,chaveer01,OAK,AL,5,21,4,7,3,0,0,4,0,0.0,0,5.0,0.0,0.0,0.0,0.0,1.0
2000,ALDS1,choatra01,NYA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS1,chrisry01,OAK,AL,2,2,0,1,0,0,0,1,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS1,clemero02,NYA,AL,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS1,fasansa01,OAK,AL,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS1,giambja01,OAK,AL,5,14,2,4,0,0,0,1,0,0.0,7,2.0,1.0,0.0,0.0,1.0,0.0
2000,ALDS1,giambje01,OAK,AL,4,9,1,3,0,0,0,1,0,0.0,2,2.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS1,goodedw01,NYA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS1,grievbe01,OAK,AL,5,17,1,2,0,0,0,2,0,0.0,3,7.0,0.0,0.0,0.0,0.0,2.0
2000,ALDS1,heredgi01,OAK,AL,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS1,hernaor01,NYA,AL,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS1,hernara02,OAK,AL,5,16,3,6,2,0,0,3,0,0.0,0,3.0,0.0,1.0,1.0,0.0,0.0
2000,ALDS1,hillgl01,NYA,AL,4,12,1,1,0,0,0,2,0,0.0,1,5.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS1,hudsoti01,OAK,AL,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS1,isrinja01,OAK,AL,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS1,jeterde01,NYA,AL,5,19,1,4,0,0,0,2,0,1.0,2,3.0,0.0,1.0,0.0,0.0,0.0
2000,ALDS1,jonesdo01,OAK,AL,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS1,justida01,NYA,AL,5,18,2,4,0,0,1,1,0,0.0,3,4.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS1,knoblch01,NYA,AL,3,9,1,3,0,0,0,1,1,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS1,longte01,OAK,AL,5,19,2,3,0,0,1,1,0,0.0,3,2.0,0.0,0.0,0.0,0.0,2.0
2000,ALDS1,magnami01,OAK,AL,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS1,martiti02,NYA,AL,5,19,2,8,2,0,0,4,0,0.0,1,3.0,0.0,0.0,0.0,1.0,0.0
2000,ALDS1,mecirji01,OAK,AL,3,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS1,menecfr01,OAK,AL,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS1,nelsoje01,NYA,AL,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS1,oneilpa01,NYA,AL,5,19,4,4,1,0,0,0,0,0.0,2,4.0,1.0,0.0,0.0,0.0,2.0
2000,ALDS1,pettian01,NYA,AL,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS1,piattad01,OAK,AL,3,6,2,1,0,0,0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS1,polonlu01,NYA,AL,1,1,0,1,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS1,portebo03,OAK,AL,2,1,0,1,0,0,0,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS1,posadjo01,NYA,AL,5,17,2,4,2,0,0,1,0,0.0,3,5.0,1.0,0.0,0.0,0.0,0.0
2000,ALDS1,riverma01,NYA,AL,3,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS1,saenzol01,OAK,AL,4,13,1,3,0,0,1,4,0,0.0,0,2.0,0.0,1.0,0.0,1.0,1.0
2000,ALDS1,sojolu01,NYA,AL,5,16,2,3,2,0,0,5,0,0.0,2,1.0,0.0,0.0,0.0,1.0,1.0
2000,ALDS1,stairma01,OAK,AL,3,9,0,1,1,0,0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS1,stantmi02,NYA,AL,3,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS1,tamje01,OAK,AL,3,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS1,tejadmi01,OAK,AL,5,20,5,7,2,0,0,1,1,0.0,2,2.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS1,velarra01,OAK,AL,5,20,2,5,1,0,0,3,1,0.0,2,3.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS1,vizcajo01,NYA,AL,1,0,1,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS1,willibe02,NYA,AL,5,20,3,5,3,0,0,1,0,1.0,1,4.0,0.0,0.0,0.0,1.0,0.0
2000,ALDS1,zitoba01,OAK,AL,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS2,abbotje01,CHA,AL,1,1,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS2,abbotpa01,SEA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS2,baineha01,CHA,AL,2,4,1,1,1,0,0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0
2000,ALDS2,baldwja01,CHA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS2,barcelo01,CHA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS2,bellda01,SEA,AL,3,11,0,4,1,0,0,1,0,0.0,2,2.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS2,bradfch01,CHA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS2,buehrma01,CHA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS2,buhneja01,SEA,AL,2,5,1,1,0,0,1,1,0,0.0,2,0.0,0.0,0.0,0.0,0.0,1.0
2000,ALDS2,camermi01,SEA,AL,3,12,2,3,0,0,0,2,1,0.0,0,0.0,0.0,1.0,1.0,0.0,1.0
2000,ALDS2,chrismc01,CHA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS2,durhara01,CHA,AL,3,10,2,2,1,0,1,1,0,0.0,3,3.0,0.0,0.0,1.0,0.0,2.0
2000,ALDS2,foulkke01,CHA,AL,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS2,garcifr02,SEA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS2,graffto01,CHA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS2,guillca01,SEA,AL,1,1,0,1,0,0,0,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS2,henderi01,SEA,AL,3,5,3,2,0,0,0,0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS2,howrybo01,CHA,AL,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS2,ibanera01,SEA,AL,3,8,2,3,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS2,javiest01,SEA,AL,3,6,0,1,0,0,0,1,0,0.0,0,3.0,0.0,0.0,1.0,0.0,0.0
2000,ALDS2,johnsch04,CHA,AL,3,9,0,3,0,0,0,0,0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0
2000,ALDS2,konerpa01,CHA,AL,3,9,1,0,0,0,0,0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,1.0
2000,ALDS2,leeca01,CHA,AL,3,11,0,1,1,0,0,1,0,0.0,0,2.0,0.0,0.0,0.0,1.0,0.0
2000,ALDS2,martial03,SEA,AL,1,1,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS2,martied01,SEA,AL,3,11,2,4,1,0,1,2,0,0.0,2,1.0,0.0,0.0,0.0,0.0,1.0
2000,ALDS2,mclemma01,SEA,AL,3,9,1,1,0,0,0,0,0,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS2,mesajo01,SEA,AL,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS2,olerujo01,SEA,AL,3,10,2,3,0,0,1,2,0,0.0,2,1.0,0.0,1.0,0.0,0.0,1.0
2000,ALDS2,olivejo01,SEA,AL,3,4,1,1,0,0,1,1,0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0
2000,ALDS2,ordonma01,CHA,AL,3,11,0,2,0,1,0,1,1,0.0,2,2.0,0.0,0.0,0.0,0.0,1.0
2000,ALDS2,paniajo01,SEA,AL,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS2,parquji01,CHA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS2,pauljo01,CHA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS2,perryhe01,CHA,AL,3,9,0,4,1,0,0,1,0,0.0,2,2.0,0.0,0.0,0.0,1.0,0.0
2000,ALDS2,rhodear01,SEA,AL,3,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS2,rodrial01,SEA,AL,3,13,0,4,0,0,0,2,0,1.0,0,2.0,0.0,0.0,1.0,0.0,1.0
2000,ALDS2,sasakka01,SEA,AL,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS2,seleaa01,SEA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS2,simasbi01,CHA,AL,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS2,singlch01,CHA,AL,3,9,1,1,0,1,0,1,0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS2,sirotmi01,CHA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS2,thomafr04,CHA,AL,3,9,0,0,0,0,0,0,0,0.0,4,0.0,1.0,0.0,0.0,0.0,0.0
2000,ALDS2,tomkobr01,SEA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ALDS2,valenjo03,CHA,AL,3,10,2,3,2,0,0,1,3,0.0,2,2.0,0.0,0.0,1.0,0.0,0.0
2000,ALDS2,wilsoda01,SEA,AL,2,3,0,0,0,0,0,1,0,0.0,1,2.0,0.0,0.0,0.0,1.0,0.0
2000,ALDS2,wunscke01,CHA,AL,3,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,NLCS,abbotku01,NYN,NL,2,3,0,0,0,0,0,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
2000,NLCS,agbaybe01,NYN,NL,5,17,0,6,2,0,0,3,0,0.0,4,0.0,0.0,0.0,1.0,0.0,0.0
2000,NLCS,alfoned01,NYN,NL,5,18,5,8,1,1,0,4,0,0.0,4,1.0,0.0,1.0,0.0,0.0,0.0
2000,NLCS,ankieri01,SLN,NL,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
